t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_L4,eta_R1,eta_R2,eta_R3,eta_R4,W_joint_J,E_damp_J,abs_dP,abs_dL
8.4400,60.00000,-40.00000,0.027908,19.199856,0.001089,19.199876,0.0048207,0.0000088,0.0010680,-0.013197,-0.013084,-3.87862822e-06,1.65324596e-08,4.13893500e-10,-5.92498425e-12,-3.84528256e-06,1.64075699e-08,4.10275915e-10,-6.12821543e-12,1.54644642e-09,4.33448100e-10,3.388e-21,4.235e-22
8.4600,60.00000,-40.00000,0.027908,19.199853,0.001089,19.199873,0.0048207,0.0000088,0.0010680,-0.011500,-0.011421,-3.38200855e-06,1.19341810e-08,-9.67318769e-11,3.47079373e-11,-3.35858511e-06,1.18532587e-08,-9.70168963e-11,3.43773644e-11,1.54644642e-09,4.34970240e-10,5.082e-21,5.294e-22
8.4800,60.00000,-40.00000,0.027907,19.199850,0.001089,19.199870,0.0048207,0.0000088,0.0010680,-0.009598,-0.009554,-2.83168147e-06,8.95201745e-10,-8.06713867e-11,1.35598515e-11,-2.81857099e-06,8.94711089e-10,-8.06285575e-11,1.34239948e-11,1.54644642e-09,4.36844321e-10,1.016e-20,8.470e-22
8.5000,60.00000,-40.00000,0.027907,19.199846,0.001089,19.199866,0.0048207,0.0000088,0.0010680,-0.007543,-0.007534,-2.23650175e-06,-1.01137291e-08,3.77160696e-10,-1.35877998e-11,-2.23391706e-06,-1.00401368e-08,3.75236252e-10,-1.34906515e-11,1.54644642e-09,4.39037164e-10,3.388e-21,2.118e-22
8.5200,60.00000,-40.00000,0.027907,19.199842,0.001089,19.199862,0.0048207,0.0000088,0.0010679,-0.005393,-0.005420,-1.60604442e-06,-1.47028373e-08,-2.03154318e-10,2.24649465e-11,-1.61401678e-06,-1.46000856e-08,-2.01353206e-10,2.24649464e-11,1.54644642e-09,4.41495205e-10,3.388e-21,3.176e-22
8.5400,60.00000,-40.00000,0.027907,19.199838,0.001088,19.199858,0.0048207,0.0000088,0.0010679,-0.003186,-0.003248,-9.50461982e-07,-1.03165070e-08,-5.28939592e-12,1.55978948e-11,-9.68840156e-07,-1.02412465e-08,-4.12523157e-12,1.57230749e-11,1.54644642e-09,4.44154886e-10,6.776e-21,1.271e-21
8.5600,60.00000,-40.00000,0.027906,19.199833,0.001088,19.199853,0.0048207,0.0000088,0.0010679,-0.000950,-0.001046,-2.80373728e-07,2.71330833e-10,2.78384191e-10,-2.17921438e-11,-3.08825615e-07,2.84379542e-10,2.78572796e-10,-2.13802215e-11,1.54644642e-09,4.46939120e-10,8.470e-21,4.235e-22
8.5800,60.00000,-40.00000,0.027906,19.199829,0.001088,19.199849,0.0048207,0.0000088,0.0010679,0.001296,0.001167,3.93339310e-07,1.06457738e-08,-3.09441806e-10,3.25427654e-12,3.55321361e-07,1.06040535e-08,-3.05552676e-10,3.62032453e-12,1.54644642e-09,4.49755665e-10,1.016e-20,3.176e-22
8.6000,60.00000,-40.00000,0.027906,19.199825,0.001088,19.199845,0.0048207,0.0000088,0.0010678,0.003542,0.003383,1.05977160e-06,1.45772035e-08,4.45580548e-11,1.11312031e-11,1.01286133e-06,1.45252367e-08,4.68583335e-11,1.15275497e-11,1.54644642e-09,4.52510756e-10,5.082e-21,1.694e-21
8.6200,60.00000,-40.00000,0.027906,19.199821,0.001088,19.199841,0.0048206,0.0000088,0.0010678,0.005756,0.005570,1.70817284e-06,9.67900183e-09,1.52380909e-10,-2.65044498e-11,1.65319757e-06,9.67145064e-09,1.54529971e-10,-2.58484496e-11,1.54644642e-09,4.55121693e-10,5.082e-21,1.271e-21
8.6400,60.00000,-40.00000,0.027906,19.199817,0.001088,19.199837,0.0048206,0.0000088,0.0010678,0.007892,0.007681,2.32816184e-06,-1.19927453e-09,-3.57945382e-10,-1.21492628e-11,2.26608676e-06,-1.13053411e-09,-3.52734380e-10,-1.15136499e-11,1.54644642e-09,4.57515116e-10,2.151e-23,9.529e-22
8.6600,60.00000,-40.00000,0.027906,19.199813,0.001088,19.199833,0.0048206,0.0000088,0.0010678,0.009900,0.009669,2.90988006e-06,-1.16898661e-08,1.10057907e-10,8.57147962e-12,2.84179055e-06,-1.15549945e-08,1.12897446e-10,9.14032298e-12,1.54644642e-09,4.59625213e-10,4.235e-21,4.235e-22
8.6800,60.00000,-40.00000,0.027905,19.199810,0.001088,19.199830,0.0048206,0.0000088,0.0010678,0.011723,0.011476,3.44407407e-06,-1.57080189e-08,3.36072711e-11,-2.46658921e-11,3.37115718e-06,-1.55533117e-08,3.71602025e-11,-2.38892514e-11,1.54644642e-09,4.61404702e-10,1.694e-21,4.235e-22
8.7000,60.00000,-40.00000,0.027905,19.199807,0.001088,19.199826,0.0048206,0.0000088,0.0010677,0.013326,0.013067,3.92223631e-06,-1.10222778e-08,-3.64903514e-10,-2.48819619e-11,3.84576075e-06,-1.09030900e-08,-3.59070698e-10,-2.40742985e-11,1.54644642e-09,4.62833870e-10,5.082e-21,5.294e-22
8.7200,60.00000,-40.00000,0.027905,19.199804,0.001088,19.199824,0.0048206,0.0000088,0.0010677,0.014697,0.014430,4.33672057e-06,-5.42628363e-10,1.40026444e-10,9.94312108e-13,4.25801556e-06,-4.91153043e-10,1.43165696e-10,1.68248065e-12,1.54644642e-09,4.63914410e-10,2.482e-24,8.470e-22
8.7400,60.00000,-40.00000,0.027905,19.199802,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.015828,0.015559,4.68085816e-06,9.42559555e-09,-1.06467738e-10,-2.42428421e-11,4.60129115e-06,9.41864214e-09,-1.01867247e-10,-2.34222390e-11,1.54644642e-09,4.64663547e-10,1.694e-21,2.118e-22
8.7600,60.00000,-40.00000,0.027905,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016725,0.016457,4.94914204e-06,1.29493263e-08,-3.46857937e-10,-3.58755461e-11,4.87009454e-06,1.29281167e-08,-3.41092573e-10,-3.50032180e-11,1.54644642e-09,4.65120640e-10,2.541e-21,2.118e-22
8.7800,60.00000,-40.00000,0.027905,19.199799,0.001088,19.199819,0.0048206,0.0000088,0.0010677,0.017381,0.017119,5.13733631e-06,7.95853502e-09,1.54759290e-10,-6.57202883e-12,5.06017904e-06,7.97498877e-09,1.57632140e-10,-5.87914925e-12,1.54644642e-09,4.65350118e-10,1.694e-21,3.176e-22
8.8000,60.00000,-40.00000,0.027905,19.199798,0.001088,19.199818,0.0048206,0.0000088,0.0010677,0.017772,0.017521,5.24254037e-06,-2.56994578e-09,-2.05397913e-10,-1.79474306e-11,5.16860873e-06,-2.48760972e-09,-2.00703712e-10,-1.72381284e-11,1.54644642e-09,4.65429863e-10,4.235e-22,5.294e-23
8.8200,60.00000,-40.00000,0.027906,19.199798,0.001088,19.199818,0.0048206,0.0000088,0.0010677,0.017875,0.017640,5.26324848e-06,-1.23907684e-08,-2.64186264e-10,-3.66574161e-11,5.19381863e-06,-1.22553125e-08,-2.59551785e-10,-3.58970516e-11,1.54644642e-09,4.65440768e-10,5.294e-23,2.647e-23
8.8400,60.00000,-40.00000,0.027906,19.199798,0.001088,19.199818,0.0048206,0.0000088,0.0010677,0.017671,0.017455,5.19930521e-06,-1.57144164e-08,1.70021207e-10,-1.01741058e-11,5.13557240e-06,-1.55722946e-08,1.72003172e-10,-9.60647803e-12,1.54644642e-09,4.65468638e-10,1.271e-21,1.059e-22
8.8600,60.00000,-40.00000,0.027906,19.199799,0.001088,19.199819,0.0048206,0.0000088,0.0010677,0.017153,0.016960,5.05186332e-06,-1.06226792e-08,-2.73834049e-10,-1.03640866e-11,4.99492229e-06,-1.05267818e-08,-2.69722752e-10,-9.86149493e-12,1.54644642e-09,4.65603862e-10,8.470e-22,2.382e-22
8.8800,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016344,0.016177,4.82338086e-06,-1.55127113e-10,-1.72676140e-10,-3.49778613e-11,4.77420774e-06,-1.34002531e-10,-1.69613770e-10,-3.44141961e-11,1.54644642e-09,4.65928560e-10,4.235e-21,2.118e-22
8.9000,60.00000,-40.00000,0.027906,19.199803,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015276,0.015138,4.51757038e-06,9.50792598e-09,1.44258775e-10,-1.59652874e-11,4.47700664e-06,9.46637057e-09,1.45226353e-10,-1.55751844e-11,1.54644642e-09,4.66506622e-10,1.694e-21,2.118e-22
8.9200,60.00000,-40.00000,0.027906,19.199805,0.001088,19.199825,0.0048206,0.0000088,0.0010677,0.013982,0.013876,4.13938512e-06,1.27203089e-08,-3.19274496e-10,-4.80366052e-12,4.10812298e-06,1.26609227e-08,-3.16236685e-10,-4.56056247e-12,1.54644642e-09,4.67386776e-10,5.082e-21,2.118e-22
8.9400,60.00000,-40.00000,0.027907,19.199808,0.001088,19.199828,0.0048206,0.0000088,0.0010677,0.012494,0.012421,3.69499660e-06,7.70814702e-09,-6.17001119e-11,-2.77620662e-11,3.67356612e-06,7.68128592e-09,-6.06931117e-11,-2.74904411e-11,1.54644642e-09,4.68603918e-10,1.694e-21,1.271e-21
8.9600,60.00000,-40.00000,0.027907,19.199811,0.001088,19.199831,0.0048206,0.0000088,0.0010678,0.010823,0.010785,3.19167371e-06,-2.43106350e-09,1.26550766e-10,-1.55024581e-11,3.18043311e-06,-2.39961504e-09,1.26085678e-10,-1.53864398e-11,1.54644642e-09,4.70169716e-10,1.694e-21,6.353e-22
8.9800,60.00000,-40.00000,0.027907,19.199815,0.001089,19.199834,0.0048206,0.0000088,0.0010678,0.008976,0.008972,2.63765916e-06,-1.15879894e-08,-2.98036901e-10,4.91484500e-12,2.63678829e-06,-1.15122827e-08,-2.96735420e-10,4.82754583e-12,1.54644642e-09,4.72067343e-10,8.470e-21,8.470e-22
9.0000,60.00000,-40.00000,0.027907,19.199818,0.001089,19.199838,0.0048206,0.0000088,0.0010678,0.006968,0.007000,2.04200631e-06,-1.42662298e-08,6.81697273e-11,-1.42665978e-11,2.05150395e-06,-1.41916399e-08,6.68790308e-11,-1.43445566e-11,1.54644642e-09,4.74259848e-10,6.776e-21,8.470e-22
9.0200,60.00000,-40.00000,0.027908,19.199822,0.001089,19.199842,0.0048207,0.0000088,0.0010678,0.004823,0.004889,1.41436702e-06,-8.83785551e-09,9.70767202e-11,-1.25655592e-11,1.43405224e-06,-8.81385580e-09,9.52624417e-11,-1.27336575e-11,1.54644642e-09,4.76697360e-10,1.016e-20,1.271e-21
9.0400,60.00000,-40.00000,0.027908,19.199827,0.001089,19.199846,0.0048207,0.0000088,0.0010678,0.002585,0.002686,7.64848202e-07,1.53674298e-09,-2.59681140e-10,1.03032769e-11,7.94364596e-07,1.48600136e-09,-2.60051659e-10,9.93473110e-12,1.54644642e-09,4.79313186e-10,6.776e-21,2.118e-22
9.0600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000316,0.000448,1.03870826e-07,1.08104935e-08,1.61976007e-10,-3.29025492e-12,1.42693283e-07,1.07004501e-08,1.58825420e-10,-3.66523546e-12,1.54644642e-09,4.82023900e-10,3.388e-21,7.412e-22
9.0800,60.00000,-40.00000,0.027908,19.199835,0.001089,19.199855,0.0048207,0.0000088,0.0010679,-0.001937,-0.001775,-5.57981531e-07,1.36272230e-08,4.72632225e-11,-9.61844313e-12,-5.10537548e-07,1.35037810e-08,4.44468111e-11,-1.00290571e-11,1.54644642e-09,4.84741720e-10,2.541e-21,1.059e-22
9.1000,60.00000,-40.00000,0.027908,19.199839,0.001089,19.199859,0.0048207,0.0000088,0.0010679,-0.004130,-0.003942,-1.21007055e-06,8.48952443e-09,-1.88809623e-10,1.47105593e-11,-1.15483796e-06,8.40189822e-09,-1.90802392e-10,1.41069363e-11,1.54644642e-09,4.87383598e-10,1.016e-20,1.271e-21
9.1200,60.00000,-40.00000,0.027909,19.199843,0.001089,19.199863,0.0048207,0.0000088,0.0010679,-0.006235,-0.006025,-1.84187415e-06,-1.39454176e-09,2.52752859e-10,1.07305484e-11,-1.77982055e-06,-1.42260523e-09,2.48008253e-10,1.00876517e-11,1.54644642e-09,4.89869456e-10,1.694e-21,6.353e-22
9.1400,60.00000,-40.00000,0.027909,19.199847,0.001089,19.199867,0.0048207,0.0000088,0.0010680,-0.008244,-0.008015,-2.44319336e-06,-1.00519628e-08,2.06324478e-11,-8.33331720e-13,-2.37540431e-06,-1.00355083e-08,1.69959802e-11,-1.45956854e-12,1.54644642e-09,4.92123902e-10,1.694e-21,4.235e-22
9.1600,60.00000,-40.00000,0.027909,19.199851,0.001089,19.199871,0.0048207,0.0000088,0.0010680,-0.010139,-0.009894,-3.00432778e-06,-1.22788796e-08,-8.56381641e-11,1.95626138e-11,-2.93198770e-06,-1.22620351e-08,-8.89860098e-11,1.87996589e-11,1.54644642e-09,4.94088158e-10,1.694e-21,4.235e-22
9.1800,60.00000,-40.00000,0.027909,19.199854,0.001089,19.199874,0.0048207,0.0000088,0.0010680,-0.011891,-0.011635,-3.51628301e-06,-6.71631283e-09,3.07236329e-10,2.18806853e-11,-3.44065357e-06,-6.74529153e-09,3.01675665e-10,2.10852447e-11,1.54644642e-09,4.95727599e-10,1.694e-21,4.235e-22
9.2000,60.00000,-40.00000,0.027909,19.199857,0.001089,19.199877,0.0048207,0.0000088,0.0010680,-0.013467,-0.013203,-3.97093015e-06,3.37296822e-09,-2.44455698e-11,5.08041122e-12,-3.89332729e-06,3.27794842e-09,-2.81453626e-11,4.36833263e-12,1.54644642e-09,4.97026919e-10,6.776e-21,4.235e-22
9.2200,60.00000,-40.00000,0.027909,19.199859,0.001089,19.199879,0.0048207,0.0000088,0.0010680,-0.014818,-0.014553,-4.36108768e-06,1.20784617e-08,-1.96311718e-12,1.81168078e-11,-4.28285853e-06,1.19355439e-08,-5.87604802e-12,1.73446167e-11,1.54644642e-09,4.97987423e-10,4.235e-21,4.235e-22
9.2400,60.00000,-40.00000,0.027909,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015907,-0.015644,-4.68061974e-06,1.43377815e-08,3.10110064e-10,2.70251274e-11,-4.60311945e-06,1.41931197e-08,3.04643738e-10,2.62182412e-11,1.54644642e-09,4.98633724e-10,2.541e-21,4.235e-22
9.2600,60.00000,-40.00000,0.027909,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010680,-0.016717,-0.016461,-4.92449803e-06,8.91762484e-09,-6.09053824e-11,1.09655452e-11,-4.84906707e-06,8.81850283e-09,-6.41743301e-11,1.02654381e-11,1.54644642e-09,4.99015119e-10,4.235e-21,2.118e-22
9.2800,60.00000,-40.00000,0.027909,19.199864,0.001089,19.199884,0.0048207,0.0000088,0.0010681,-0.017240,-0.016996,-5.08885281e-06,-8.78810244e-10,9.38778475e-11,1.78245784e-11,-5.01679482e-06,-9.11409531e-10,8.98380923e-11,1.71262475e-11,1.54644642e-09,4.99195561e-10,6.204e-24,5.294e-23
9.3000,60.00000,-40.00000,0.027909,19.199865,0.001089,19.199885,0.0048207,0.0000088,0.0010681,-0.017490,-0.017261,-5.17108214e-06,-9.21116722e-09,2.98641061e-10,3.16806610e-11,-5.10364163e-06,-9.19408982e-09,2.93847553e-10,3.09547169e-11,1.54644642e-09,4.99246857e-10,4.235e-22,5.294e-23
9.3200,60.00000,-40.00000,0.027909,19.199865,0.001089,19.199885,0.0048207,0.0000088,0.0010681,-0.017480,-0.017271,-5.16992073e-06,-1.11638327e-08,-7.74614084e-11,1.72251515e-11,-5.10826119e-06,-1.11408508e-08,-7.98665344e-11,1.66320619e-11,1.54644642e-09,4.99250904e-10,1.520e-23,5.294e-23
9.3400,60.00000,-40.00000,0.027908,19.199864,0.001089,19.199884,0.0048207,0.0000088,0.0010681,-0.017212,-0.017026,-5.08547739e-06,-5.63290408e-09,1.66432243e-10,1.47680756e-11,-5.03066060e-06,-5.64803547e-09,1.62998211e-10,1.42615611e-11,1.54644642e-09,4.99297125e-10,8.470e-22,1.059e-22
9.3600,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010680,-0.016681,-0.016522,-4.91926429e-06,4.03920116e-09,2.33047344e-10,2.83530452e-11,-4.87223098e-06,3.96836574e-09,2.29817848e-10,2.78529710e-11,1.54644642e-09,4.99469848e-10,8.470e-22,4.235e-22
9.3800,60.00000,-40.00000,0.027908,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015879,-0.015749,-4.67413120e-06,1.20804671e-08,-1.09325229e-10,1.68921154e-11,-4.63568463e-06,1.19734207e-08,-1.10259074e-10,1.65318034e-11,1.54644642e-09,4.99840188e-10,3.388e-21,4.235e-22
9.4000,60.00000,-40.00000,0.027908,19.199859,0.001089,19.199879,0.0048207,0.0000088,0.0010680,-0.014800,-0.014700,-4.35417403e-06,1.37181345e-08,1.99913396e-10,8.01660184e-12,-4.32496681e-06,1.36199621e-08,1.97703308e-10,7.79014782e-12,1.54644642e-09,5.00468273e-10,8.470e-22,8.470e-22
9.4200,60.00000,-40.00000,0.027908,19.199857,0.001089,19.199877,0.0048207,0.0000088,0.0010680,-0.013460,-0.013394,-3.96465840e-06,7.97663310e-09,1.46325614e-10,2.17880309e-11,-3.94518199e-06,7.93146155e-09,1.45018484e-10,2.15753711e-11,1.54644642e-09,5.01401980e-10,8.470e-22,4.235e-22
9.4400,60.00000,-40.00000,0.027907,19.199854,0.001089,19.199874,0.0048207,0.0000088,0.0010680,-0.011894,-0.011862,-3.51190594e-06,-1.76476980e-09,-1.12250472e-10,1.68893621e-11,-3.50248337e-06,-1.73971718e-09,-1.11737076e-10,1.67860490e-11,1.54644642e-09,5.02667504e-10,3.388e-21,3.176e-22
9.4600,60.00000,-40.00000,0.027907,19.199851,0.001089,19.199871,0.0048207,0.0000088,0.0010680,-0.010142,-0.010145,-3.00321702e-06,-9.80116519e-09,2.26400732e-10,4.14771776e-12,-3.00399785e-06,-9.72542651e-09,2.25541627e-10,4.20195921e-12,1.54644642e-09,5.04265432e-10,6.776e-21,5.294e-22
9.4800,60.00000,-40.00000,0.027907,19.199847,0.001089,19.199867,0.0048207,0.0000088,0.0010680,-0.008252,-0.008289,-2.44680692e-06,-1.14946999e-08,5.66390428e-11,1.42849988e-11,-2.45776437e-06,-1.14125834e-08,5.73379771e-11,1.43778734e-11,1.54644642e-09,5.06177091e-10,1.694e-21,4.235e-22
9.5000,60.00000,-40.00000,0.027907,19.199844,0.001088,19.199863,0.0048207,0.0000088,0.0010679,-0.006254,-0.006325,-1.85168017e-06,-5.99000328e-09,-1.11031699e-10,1.31479923e-11,-1.87261112e-06,-5.94419953e-09,-1.09017133e-10,1.33333543e-11,1.54644642e-09,5.08367838e-10,3.388e-21,8.470e-22
9.5200,60.00000,-40.00000,0.027906,19.199840,0.001088,19.199859,0.0048207,0.0000088,0.0010679,-0.004170,-0.004273,-1.22750029e-06,3.30699616e-09,2.03695968e-10,-3.31725926e-12,-1.25802822e-06,3.30059676e-09,2.04495864e-10,-2.95968509e-12,1.54644642e-09,5.10782625e-10,1.694e-21,4.235e-22
9.5400,60.00000,-40.00000,0.027906,19.199835,0.001088,19.199855,0.0048207,0.0000088,0.0010679,-0.002017,-0.002151,-5.84420288e-07,1.07693426e-08,-5.82394469e-11,1.48501017e-12,-6.24001649e-07,1.07306980e-08,-5.54749300e-11,1.89690290e-12,1.54644642e-09,5.13347615e-10,3.388e-21,0.000e+00
9.5600,60.00000,-40.00000,0.027906,19.199831,0.001088,19.199851,0.0048207,0.0000088,0.0010679,0.000187,0.000024,6.71407936e-08,1.19004881e-08,-1.12043545e-10,5.27075766e-12,1.92063394e-08,1.18729568e-08,-1.08729731e-10,5.72777143e-12,1.54644642e-09,5.15981836e-10,6.776e-21,4.235e-22
9.5800,60.00000,-40.00000,0.027906,19.199827,0.001088,19.199847,0.0048207,0.0000088,0.0010679,0.002409,0.002221,7.16679293e-07,5.97242300e-09,1.61618516e-10,-9.36434308e-12,6.61235749e-07,5.99654496e-09,1.63817542e-10,-8.77445742e-12,1.54644642e-09,5.18604304e-10,1.694e-21,9.529e-22
9.6000,60.00000,-40.00000,0.027906,19.199823,0.001088,19.199843,0.0048207,0.0000088,0.0010678,0.004599,0.004388,1.35377840e-06,-3.57374949e-09,-1.43685923e-10,-7.92887934e-12,1.29179789e-06,-3.48466090e-09,-1.39496708e-10,-7.29703080e-12,1.54644642e-09,5.21132835e-10,4.235e-21,4.235e-22
9.6200,60.00000,-40.00000,0.027906,19.199819,0.001088,19.199839,0.0048206,0.0000088,0.0010678,0.006707,0.006478,1.96827103e-06,-1.11802145e-08,-8.22283273e-11,-7.80065409e-14,1.90083636e-06,-1.10482886e-08,-7.82824352e-11,5.50083100e-13,1.54644642e-09,5.23487614e-10,2.541e-21,1.694e-21
9.6400,60.00000,-40.00000,0.027905,19.199815,0.001088,19.199835,0.0048206,0.0000088,0.0010678,0.008684,0.008441,2.55034621e-06,-1.24777503e-08,1.12863444e-10,-1.24190458e-11,2.47863245e-06,-1.23476683e-08,1.16012820e-10,-1.16974621e-11,1.54644642e-09,5.25602223e-10,4.235e-21,4.235e-22
9.6600,60.00000,-40.00000,0.027905,19.199812,0.001088,19.199832,0.0048206,0.0000088,0.0010678,0.010495,0.010241,3.09068296e-06,-6.85050409e-09,-2.14480306e-10,-1.67621330e-11,3.01593785e-06,-6.76341958e-09,-2.09407332e-10,-1.59946646e-11,1.54644642e-09,5.27429245e-10,5.082e-21,4.235e-22
9.6800,60.00000,-40.00000,0.027905,19.199809,0.001088,19.199829,0.0048206,0.0000088,0.0010678,0.012125,0.011866,3.58060939e-06,2.23866215e-09,-6.43898332e-11,-8.66191049e-12,3.50413218e-06,2.26881532e-09,-6.01942798e-11,-7.92801280e-12,1.54644642e-09,5.28937131e-10,1.694e-21,6.353e-22
9.7000,60.00000,-40.00000,0.027905,19.199806,0.001088,19.199826,0.0048206,0.0000088,0.0010677,0.013564,0.013303,4.01224361e-06,9.31462128e-09,3.38208135e-11,-1.74050200e-11,3.93536289e-06,9.30856737e-09,3.75724482e-11,-1.66326399e-11,1.54644642e-09,5.30110890e-10,5.082e-21,4.235e-22
9.7200,60.00000,-40.00000,0.027905,19.199804,0.001088,19.199823,0.0048206,0.0000088,0.0010677,0.014801,0.014544,4.37866773e-06,1.01444662e-08,-2.67004394e-10,-2.45435560e-11,4.30271787e-06,1.01443549e-08,-2.61751730e-10,-2.37516281e-11,1.54644642e-09,5.30959440e-10,2.541e-21,3.176e-22
9.7400,60.00000,-40.00000,0.027905,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015823,0.015573,4.67407281e-06,4.23054571e-09,-3.44055685e-11,-1.49229040e-11,4.60036991e-06,4.27410140e-09,-3.06964563e-11,-1.42134648e-11,1.54644642e-09,5.31516299e-10,1.059e-21,2.118e-22
9.7600,60.00000,-40.00000,0.027905,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016599,0.016361,4.89383402e-06,-4.93453487e-09,-2.49670539e-11,-1.70761751e-11,4.82365253e-06,-4.83694040e-09,-2.14322956e-11,-1.64021632e-11,1.54644642e-09,5.31831107e-10,2.541e-21,4.235e-22
9.7800,60.00000,-40.00000,0.027906,19.199799,0.001088,19.199819,0.0048206,0.0000088,0.0010677,0.017099,0.016877,5.03457627e-06,-1.19515093e-08,-2.65154419e-10,-2.51836249e-11,4.96912668e-06,-1.18234425e-08,-2.60676670e-10,-2.45183871e-11,1.54644642e-09,5.31965189e-10,1.271e-21,1.323e-22
9.8000,60.00000,-40.00000,0.027906,19.199799,0.001088,19.199819,0.0048206,0.0000088,0.0010677,0.017304,0.017102,5.09419123e-06,-1.27152509e-08,8.99453338e-12,-1.72479390e-11,5.03459956e-06,-1.26005959e-08,1.15963765e-11,-1.66812642e-11,1.54644642e-09,5.31993487e-10,5.294e-23,2.647e-23
9.8200,60.00000,-40.00000,0.027906,19.199799,0.001088,19.199819,0.0048206,0.0000088,0.0010677,0.017208,0.017030,5.07182611e-06,-6.83539469e-09,-8.09637756e-11,-1.56982808e-11,5.01911551e-06,-6.77268993e-09,-7.81157898e-11,-1.52077295e-11,1.54644642e-09,5.32000746e-10,2.118e-22,5.294e-23
9.8400,60.00000,-40.00000,0.027906,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016825,0.016673,4.96791237e-06,2.17248915e-09,-2.49125118e-10,-2.52318779e-11,4.92298611e-06,2.17230960e-09,-2.45873161e-10,-2.47639612e-11,1.54644642e-09,5.32070289e-10,4.235e-22,2.382e-22
9.8600,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016180,0.016057,4.78417471e-06,8.98922285e-09,3.22082852e-11,-2.01572553e-11,4.74780089e-06,8.94864323e-09,3.34652899e-11,-1.97940394e-11,1.54644642e-09,5.32277909e-10,1.694e-21,1.588e-22
9.8800,60.00000,-40.00000,0.027906,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015295,0.015203,4.52362567e-06,9.63935245e-09,-1.30300866e-10,-1.38854084e-11,4.49642375e-06,9.60034727e-09,-1.28551418e-10,-1.36448463e-11,1.54644642e-09,5.32692884e-10,3.388e-21,2.118e-22
9.9000,60.00000,-40.00000,0.027907,19.199805,0.001088,19.199824,0.0048206,0.0000088,0.0010677,0.014186,0.014126,4.19056068e-06,3.83599090e-09,-1.96503983e-10,-2.05760460e-11,4.17299003e-06,3.83464900e-09,-1.95043666e-10,-2.03934513e-11,1.54644642e-09,5.33374130e-10,8.470e-22,2.118e-22
9.9200,60.00000,-40.00000,0.027907,19.199807,0.001089,19.199827,0.0048206,0.0000088,0.0010677,0.012861,0.012834,3.79047745e-06,-4.88563240e-09,7.18369168e-11,-1.68007039e-11,3.78282893e-06,-4.84065728e-09,7.13410240e-11,-1.67286096e-11,1.54644642e-09,5.34360549e-10,5.790e-24,1.059e-22
9.9400,60.00000,-40.00000,0.027907,19.199810,0.001089,19.199830,0.0048206,0.0000088,0.0010678,0.011321,0.011329,3.32995680e-06,-1.12883767e-08,-1.39218535e-10,-7.04076789e-12,3.33234793e-06,-1.12208830e-08,-1.39007732e-10,-7.11209222e-12,1.54644642e-09,5.35667996e-10,3.388e-21,8.470e-22
9.9600,60.00000,-40.00000,0.027907,19.199813,0.001089,19.199833,0.0048206,0.0000088,0.0010678,0.009582,0.009624,2.81653754e-06,-1.15297167e-08,-1.12682183e-10,-1.16722983e-11,2.82891102e-06,-1.14816833e-08,-1.13236194e-10,-1.18072100e-11,1.54644642e-09,5.37294103e-10,5.082e-21,8.470e-22
9.9800,60.00000,-40.00000,0.027908,19.199817,0.001089,19.199837,0.0048206,0.0000088,0.0010678,0.007672,0.007747,2.25855363e-06,-5.42753336e-09,9.81985851e-11,-1.19499629e-11,2.28067946e-06,-5.43403025e-09,9.61126423e-11,-1.21624918e-11,1.54644642e-09,5.39219247e-10,1.186e-20,8.470e-22
10.0000,60.00000,-40.00000,0.027908,19.199821,0.001089,19.199841,0.0048206,0.0000088,0.0010678,0.005629,0.005736,1.66499911e-06,3.46043915e-09,-1.45966824e-10,-2.36214818e-12,1.69647957e-06,3.39211877e-09,-1.47122996e-10,-2.70221519e-12,1.54644642e-09,5.41402295e-10,5.082e-21,4.235e-22
