t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_L4,eta_R1,eta_R2,eta_R3,eta_R4,W_joint_J,E_damp_J,abs_dP,abs_dL
0.0000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.000e+00,0.000e+00
0.0200,0.00001,-0.00001,0.000000,0.000002,-0.000000,0.000002,-0.0000000,0.0000000,0.0000000,-0.000002,-0.000002,-1.17064790e-09,-6.27341248e-10,-2.96012561e-10,-1.05026704e-10,-1.16102747e-09,-6.24244538e-10,-2.94705304e-10,-1.04587385e-10,5.84432540e-11,6.16535826e-17,1.125e-21,4.723e-22
0.0400,0.00007,-0.00005,0.000000,0.000015,-0.000000,0.000015,-0.0000000,0.0000000,0.0000000,-0.000019,-0.000019,-9.28735560e-09,-4.53532764e-09,-1.12173291e-09,-1.57888484e-10,-9.21112675e-09,-4.51297019e-09,-1.11679015e-09,-1.57230446e-10,9.25800530e-10,1.26725413e-15,1.022e-20,9.162e-21
0.0600,0.00025,-0.00017,0.000000,0.000052,-0.000000,0.000052,-0.0000000,0.0000000,0.0000000,-0.000065,-0.000064,-3.10464227e-08,-1.29874223e-08,-1.30207888e-09,-2.47642771e-10,-3.07919372e-08,-1.29235026e-08,-1.29636836e-09,-2.46613556e-10,4.64015863e-09,7.23676558e-15,1.011e-20,9.053e-21
0.0800,0.00059,-0.00039,0.000000,0.000123,-0.000000,0.000123,-0.0000001,0.0000000,0.0000000,-0.000168,-0.000167,-7.27937192e-08,-2.45045809e-08,-1.69433632e-09,-3.55327730e-10,-7.21978500e-08,-2.43842186e-08,-1.68692606e-09,-3.53854384e-10,1.45185618e-08,2.36102821e-14,2.266e-20,2.740e-21
0.1000,0.00115,-0.00077,0.000000,0.000239,-0.000000,0.000239,-0.0000002,0.0000000,0.0000001,-0.000362,-0.000358,-1.40415431e-07,-3.57496002e-08,-2.44091344e-09,-4.10164246e-10,-1.39267705e-07,-3.55744789e-08,-2.43025857e-09,-4.08469976e-10,3.50904975e-08,5.75759662e-14,5.696e-20,5.211e-20
0.1200,0.00198,-0.00132,0.000000,0.000411,-0.000000,0.000411,-0.0000003,0.0000000,0.0000001,-0.000670,-0.000664,-2.39265509e-07,-4.35099096e-08,-2.54010798e-09,-4.83379189e-10,-2.37312726e-07,-4.32975496e-08,-2.52907204e-09,-4.81388040e-10,7.20315533e-08,1.21510176e-13,1.152e-19,1.084e-20
0.1400,0.00313,-0.00209,0.000001,0.000650,-0.000000,0.000650,-0.0000005,0.0000000,0.0000002,-0.001118,-0.001108,-3.74123551e-07,-4.66031004e-08,-3.03573907e-09,-5.90347981e-10,-3.71074553e-07,-4.63766839e-08,-3.02255933e-09,-5.87919278e-10,1.32099143e-07,2.36110430e-13,7.750e-20,5.140e-20
0.1600,0.00466,-0.00310,0.000001,0.000966,-0.000001,0.000966,-0.0000007,0.0000000,0.0000003,-0.001713,-0.001699,-5.49104174e-07,-4.65465257e-08,-3.68075698e-09,-6.51916361e-10,-5.44635419e-07,-4.63215451e-08,-3.66480404e-09,-6.49241429e-10,2.23071118e-07,4.27950091e-13,1.283e-19,3.330e-20
0.1800,0.00661,-0.00440,0.000002,0.001370,-0.000001,0.001370,-0.0000010,0.0000000,0.0000004,-0.002453,-0.002433,-7.67588226e-07,-4.66432959e-08,-3.74245337e-09,-7.11587551e-10,-7.61349990e-07,-4.64188592e-08,-3.72631058e-09,-7.08677799e-10,3.53683804e-07,7.26586539e-13,3.896e-20,1.618e-19
0.2000,0.00903,-0.00602,0.000002,0.001872,-0.000001,0.001872,-0.0000014,0.0000000,0.0000006,-0.003340,-0.003312,-1.03216243e-06,-5.00260793e-08,-4.31992398e-09,-8.12102448e-10,-1.02378561e-06,-4.97859567e-08,-4.30132119e-09,-8.08790952e-10,5.33575036e-07,1.16466107e-12,1.804e-19,3.505e-20
0.2200,0.01197,-0.00798,0.000003,0.002482,-0.000001,0.002482,-0.0000018,0.0000000,0.0000007,-0.004373,-0.004337,-1.34453354e-06,-5.77966112e-08,-4.83209228e-09,-8.79794496e-10,-1.33363737e-06,-5.75194696e-08,-4.81137426e-09,-8.76221720e-10,7.73227654e-07,1.77661861e-12,1.321e-19,2.614e-19
0.2400,0.01548,-0.01032,0.000004,0.003209,-0.000002,0.003209,-0.0000024,0.0000000,0.0000010,-0.005561,-0.005515,-1.70550911e-06,-6.83985387e-08,-4.88612916e-09,-9.27962693e-10,-1.69170902e-06,-6.80710717e-08,-4.86531835e-09,-9.24215010e-10,1.08390877e-06,2.59459252e-12,1.931e-19,3.255e-19
0.2600,0.01961,-0.01307,0.000005,0.004065,-0.000002,0.004065,-0.0000030,0.0000000,0.0000012,-0.006916,-0.006859,-2.11500553e-06,-7.85616116e-08,-5.51504101e-09,-1.01752967e-09,-2.09792074e-06,-7.81867703e-08,-5.49160459e-09,-1.01343700e-09,1.47761610e-06,3.64531877e-12,3.303e-19,7.994e-20
0.2800,0.02439,-0.01626,0.000006,0.005057,-0.000003,0.005057,-0.0000037,0.0000000,0.0000015,-0.008443,-0.008374,-2.57205063e-06,-8.52340909e-08,-5.89238689e-09,-1.09157362e-09,-2.55131161e-06,-8.48296830e-08,-5.86747857e-09,-1.08720024e-09,1.96702126e-06,4.95060073e-12,2.287e-19,4.541e-19
0.3000,0.02989,-0.01993,0.000007,0.006196,-0.000004,0.006196,-0.0000046,0.0000000,0.0000019,-0.010139,-0.010057,-3.07484095e-06,-8.73926853e-08,-5.98475138e-09,-1.13434494e-09,-3.05009614e-06,-8.69810886e-08,-5.95959733e-09,-1.12982362e-09,2.56541247e-06,6.52797144e-12,6.234e-19,1.573e-19
0.3200,0.03613,-0.02409,0.000009,0.007490,-0.000004,0.007490,-0.0000055,0.0000000,0.0000022,-0.011994,-0.011896,-3.62078030e-06,-8.66316922e-08,-6.64151442e-09,-1.21223567e-09,-3.59170232e-06,-8.62269226e-08,-6.61363386e-09,-1.20742207e-09,3.28665149e-06,8.38722671e-12,2.677e-19,6.742e-19
0.3400,0.04317,-0.02878,0.000010,0.008950,-0.000005,0.008950,-0.0000066,0.0000000,0.0000027,-0.013980,-0.013867,-4.20649288e-06,-8.61922409e-08,-6.89395929e-09,-1.29109848e-09,-4.17278478e-06,-8.57921343e-08,-6.86518210e-09,-1.28598784e-09,4.14512266e-06,1.05269752e-11,2.643e-19,1.207e-20
0.3600,0.05105,-0.03403,0.000012,0.010583,-0.000006,0.010583,-0.0000078,0.0000000,0.0000031,-0.016076,-0.015947,-4.82787870e-06,-8.90482278e-08,-7.04696670e-09,-1.33184565e-09,-4.78927969e-06,-8.86361804e-08,-7.01769817e-09,-1.32660054e-09,5.15568369e-06,1.29354769e-11,7.420e-19,2.903e-19
0.3800,0.05981,-0.03987,0.000014,0.012399,-0.000007,0.012399,-0.0000092,0.0000000,0.0000037,-0.018264,-0.018118,-5.48015480e-06,-9.61508755e-08,-7.68552604e-09,-1.39567549e-09,-5.43644569e-06,-9.57061366e-08,-7.65365861e-09,-1.39020373e-09,6.33362723e-06,1.55909157e-11,1.098e-18,5.000e-19
0.4000,0.06949,-0.04632,0.000016,0.014406,-0.000008,0.014406,-0.0000106,0.0000000,0.0000043,-0.020528,-0.020364,-6.15791416e-06,-1.05877621e-07,-7.82231628e-09,-1.47475244e-09,-6.10892230e-06,-1.05387983e-07,-7.79009599e-09,-1.46898862e-09,7.69462202e-06,1.84593073e-11,4.879e-19,1.853e-19
0.4200,0.08013,-0.05342,0.000019,0.016612,-0.000009,0.016612,-0.0000123,0.0000000,0.0000049,-0.022861,-0.022678,-6.85524739e-06,-1.15022745e-07,-8.04986712e-09,-1.51646471e-09,-6.80085037e-06,-1.14491955e-07,-8.01683543e-09,-1.51056467e-09,9.25466253e-06,2.14951304e-11,3.456e-19,7.992e-19
0.4400,0.09177,-0.06118,0.000022,0.019027,-0.000011,0.019027,-0.0000141,0.0000000,0.0000056,-0.025251,-0.025050,-7.56584921e-06,-1.20697251e-07,-8.64177689e-09,-1.56813650e-09,-7.50597741e-06,-1.20142910e-07,-8.60635551e-09,-1.56205938e-09,1.10300321e-05,2.46455660e-11,3.456e-19,2.821e-19
0.4600,0.10445,-0.06964,0.000025,0.021657,-0.000012,0.021657,-0.0000160,0.0000000,0.0000064,-0.027677,-0.027457,-8.28313465e-06,-1.22029965e-07,-8.70126446e-09,-1.64583543e-09,-8.21777263e-06,-1.21473214e-07,-8.66579543e-09,-1.63946745e-09,1.30372459e-05,2.78543898e-11,1.193e-18,5.806e-19
0.4800,0.11822,-0.07881,0.000028,0.024513,-0.000014,0.024513,-0.0000181,0.0000000,0.0000072,-0.030113,-0.029875,-9.00037129e-06,-1.20677400e-07,-9.01783984e-09,-1.69239370e-09,-8.92955801e-06,-1.20130481e-07,-8.98111949e-09,-1.68586177e-09,1.52930196e-05,3.10629190e-11,7.589e-19,3.727e-19
0.5000,0.13309,-0.08873,0.000031,0.027600,-0.000016,0.027600,-0.0000204,0.0000000,0.0000081,-0.032524,-0.032268,-9.71076074e-06,-1.19819043e-07,-9.53783043e-09,-1.73470694e-09,-9.63458906e-06,-1.19278266e-07,-9.49900802e-09,-1.72802961e-09,1.78142461e-05,3.42106939e-11,1.152e-19,2.033e-19
0.5200,0.14913,-0.09942,0.000035,0.030928,-0.000018,0.030928,-0.0000228,0.0000000,0.0000090,-0.034877,-0.034603,-1.04075280e-05,-1.22270688e-07,-9.54828740e-09,-1.80707550e-09,-1.03261436e-05,-1.21718864e-07,-9.50958882e-09,-1.80012398e-09,2.06179405e-05,3.72394094e-11,7.996e-19,5.773e-19
0.5400,0.16635,-0.11090,0.000039,0.034504,-0.000020,0.034504,-0.0000255,0.0000000,0.0000100,-0.037148,-0.036857,-1.10840271e-05,-1.28834572e-07,-9.93738592e-09,-1.85772446e-09,-1.09976267e-05,-1.28251345e-07,-9.89708443e-09,-1.85058587e-09,2.37212125e-05,4.00962973e-11,6.370e-19,5.082e-20
0.5600,0.18480,-0.12320,0.000043,0.038335,-0.000022,0.038335,-0.0000283,0.0000000,0.0000111,-0.039321,-0.039014,-1.17338250e-05,-1.37833672e-07,-1.03568435e-08,-1.89232055e-09,-1.16426536e-05,-1.37207686e-07,-1.03148566e-08,-1.88506127e-09,2.71412287e-05,4.27340846e-11,1.233e-18,4.108e-19
0.5800,0.20450,-0.13634,0.000048,0.042429,-0.000024,0.042429,-0.0000313,0.0000000,0.0000123,-0.041383,-0.041061,-1.23508249e-05,-1.46126719e-07,-1.03508148e-08,-1.95660109e-09,-1.22551724e-05,-1.45462287e-07,-1.03089555e-08,-1.94909205e-09,3.08951448e-05,4.51125760e-11,2.331e-18,1.249e-18
0.6000,0.22550,-0.15034,0.000052,0.046794,-0.000027,0.046794,-0.0000345,0.0000000,0.0000135,-0.043328,-0.042992,-1.29293960e-05,-1.50980321e-07,-1.08015016e-08,-2.01187937e-09,-1.28295919e-05,-1.50294681e-07,-1.07576929e-08,-2.00415007e-09,3.50000852e-05,4.72031101e-11,2.622e-18,9.250e-19
0.6200,0.24783,-0.16522,0.000057,0.051437,-0.000029,0.051437,-0.0000379,0.0000000,0.0000148,-0.045140,-0.044791,-1.34644641e-05,-1.51670977e-07,-1.11210625e-08,-2.04384118e-09,-1.33608722e-05,-1.50983944e-07,-1.10759184e-08,-2.03598437e-09,3.94731123e-05,4.89908183e-11,1.640e-18,5.429e-19
0.6400,0.27152,-0.18101,0.000063,0.056364,-0.000032,0.056364,-0.0000415,0.0000000,0.0000162,-0.046796,-0.046436,-1.39516118e-05,-1.49904369e-07,-1.11398219e-08,-2.10020938e-09,-1.38446234e-05,-1.49226468e-07,-1.10945754e-08,-2.09211813e-09,4.43311811e-05,5.04732626e-11,7.725e-19,2.925e-18
0.6600,0.29659,-0.19773,0.000068,0.061584,-0.000035,0.061584,-0.0000453,0.0000000,0.0000176,-0.048277,-0.047907,-1.43871401e-05,-1.48792095e-07,-1.16304958e-08,-2.15903222e-09,-1.42771675e-05,-1.48118264e-07,-1.15830326e-08,-2.15068864e-09,4.95911459e-05,5.16587572e-11,2.954e-18,1.190e-18
0.6800,0.32309,-0.21539,0.000074,0.067103,-0.000038,0.067103,-0.0000494,0.0000000,0.0000192,-0.049561,-0.049182,-1.47680905e-05,-1.50996425e-07,-1.18457491e-08,-2.19051625e-09,-1.46555601e-05,-1.50309067e-07,-1.17973246e-08,-2.18203052e-09,5.52697257e-05,5.25665489e-11,1.911e-18,1.116e-18
0.7000,0.35104,-0.23403,0.000081,0.072927,-0.000042,0.072927,-0.0000536,0.0000000,0.0000208,-0.050639,-0.050253,-1.50922907e-05,-1.57171907e-07,-1.19057760e-08,-2.23710730e-09,-1.49776362e-05,-1.56451268e-07,-1.18569726e-08,-2.22841384e-09,6.13834537e-05,5.32260295e-11,7.725e-19,1.084e-19
0.7200,0.38048,-0.25365,0.000087,0.079065,-0.000045,0.079065,-0.0000581,0.0000001,0.0000225,-0.051514,-0.051122,-1.53583822e-05,-1.65594013e-07,-1.23996291e-08,-2.29586551e-09,-1.52420378e-05,-1.64829769e-07,-1.23485272e-08,-2.28690585e-09,6.79486674e-05,5.36727727e-11,1.952e-18,3.346e-19
0.7400,0.41142,-0.27428,0.000094,0.085522,-0.000049,0.085522,-0.0000628,0.0000001,0.0000242,-0.052191,-0.051795,-1.55658411e-05,-1.73190009e-07,-1.25193436e-08,-2.32886000e-09,-1.54482343e-05,-1.72387202e-07,-1.24676062e-08,-2.31973454e-09,7.49814475e-05,5.39456813e-11,1.179e-18,7.640e-19
0.7600,0.44391,-0.29594,0.000102,0.092305,-0.000053,0.092305,-0.0000677,0.0000001,0.0000261,-0.052683,-0.052284,-1.57150256e-05,-1.77373248e-07,-1.26440697e-08,-2.36744675e-09,-1.55965698e-05,-1.76548990e-07,-1.25915481e-08,-2.35812806e-09,8.24975781e-05,5.40872401e-11,7.589e-19,2.443e-18
0.7800,0.47796,-0.31864,0.000109,0.099420,-0.000057,0.099420,-0.0000729,0.0000001,0.0000280,-0.052996,-0.052595,-1.58071790e-05,-1.77562047e-07,-1.31217675e-08,-2.42532690e-09,-1.56882664e-05,-1.76735127e-07,-1.30669166e-08,-2.41572582e-09,9.05125585e-05,5.41420524e-11,7.183e-19,1.550e-18
0.8000,0.51360,-0.34240,0.000117,0.106875,-0.000061,0.106875,-0.0000783,0.0000001,0.0000300,-0.053129,-0.052728,-1.58444054e-05,-1.75503502e-07,-1.31729978e-08,-2.46254063e-09,-1.57253998e-05,-1.74683111e-07,-1.31176887e-08,-2.45273540e-09,9.90415627e-05,5.41524065e-11,3.402e-18,1.415e-18
0.8200,0.55086,-0.36724,0.000126,0.114676,-0.000065,0.114676,-0.0000839,0.0000001,0.0000321,-0.053084,-0.052684,-1.58296410e-05,-1.74232868e-07,-1.33720700e-08,-2.49502538e-09,-1.57108716e-05,-1.73413053e-07,-1.33155399e-08,-2.48503429e-09,1.08099439e-04,5.41551596e-11,8.945e-19,7.522e-19
0.8400,0.58977,-0.39318,0.000135,0.122828,-0.000070,0.122828,-0.0000898,0.0000001,0.0000343,-0.052864,-0.052466,-1.57665726e-05,-1.76265034e-07,-1.38012244e-08,-2.54876399e-09,-1.56483286e-05,-1.75428242e-07,-1.37425131e-08,-2.53849381e-09,1.17700722e-04,5.41812987e-11,4.662e-18,1.508e-18
0.8600,0.63035,-0.42024,0.000144,0.131338,-0.000074,0.131338,-0.0000959,0.0000001,0.0000366,-0.052482,-0.052087,-1.56595594e-05,-1.82112917e-07,-1.37983303e-08,-2.58878575e-09,-1.55420855e-05,-1.81240417e-07,-1.37393188e-08,-2.57828729e-09,1.27859560e-04,5.42550270e-11,3.944e-18,1.047e-18
0.8800,0.67263,-0.44842,0.000153,0.140213,-0.000079,0.140213,-0.0001023,0.0000001,0.0000390,-0.051961,-0.051569,-1.55135738e-05,-1.90007772e-07,-1.40612515e-08,-2.61583547e-09,-1.53970662e-05,-1.89090650e-07,-1.40006746e-08,-2.60516210e-09,1.38589706e-04,5.43912174e-11,1.342e-18,6.082e-19
0.9000,0.71662,-0.47775,0.000163,0.149458,-0.000085,0.149458,-0.0001089,0.0000001,0.0000414,-0.051331,-0.050943,-1.53341186e-05,-1.96952982e-07,-1.44188170e-08,-2.66333924e-09,-1.52187226e-05,-1.95997313e-07,-1.43563226e-08,-2.65240152e-09,1.49904488e-04,5.45947669e-11,3.808e-18,3.359e-18
0.9200,0.76236,-0.50824,0.000174,0.159080,-0.000090,0.159080,-0.0001158,0.0000001,0.0000440,-0.050617,-0.050233,-1.51271627e-05,-2.00503845e-07,-1.43939257e-08,-2.70635821e-09,-1.50129697e-05,-1.99526929e-07,-1.43311358e-08,-2.69516670e-09,1.61816747e-04,5.48632342e-11,5.502e-18,1.391e-18
0.9400,0.80985,-0.53990,0.000184,0.169084,-0.000096,0.169084,-0.0001230,0.0000001,0.0000466,-0.049846,-0.049467,-1.48990726e-05,-2.00211129e-07,-1.47186135e-08,-2.73166426e-09,-1.47861184e-05,-1.99231092e-07,-1.46539130e-08,-2.72029097e-09,1.74338866e-04,5.51886335e-11,5.421e-18,9.233e-19
0.9600,0.85913,-0.57276,0.000196,0.179476,-0.000101,0.179476,-0.0001304,0.0000001,0.0000493,-0.049033,-0.048658,-1.46564969e-05,-1.97861669e-07,-1.49984304e-08,-2.77314074e-09,-1.45447609e-05,-1.96886735e-07,-1.49320961e-08,-2.76151661e-09,1.87482773e-04,5.55568732e-11,4.608e-19,3.058e-18
0.9800,0.91022,-0.60681,0.000207,0.190263,-0.000107,0.190263,-0.0001380,0.0000001,0.0000521,-0.048190,-0.047818,-1.44062558e-05,-1.96409474e-07,-1.49786715e-08,-2.81786234e-09,-1.42956614e-05,-1.95433189e-07,-1.49119489e-08,-2.80596879e-09,2.01259907e-04,5.59487314e-11,7.589e-19,4.061e-18
1.0000,0.96313,-0.64209,0.000220,0.201449,-0.000113,0.201449,-0.0001459,0.0000001,0.0000550,-0.047334,-0.046966,-1.41552172e-05,-1.98224935e-07,-1.53403486e-08,-2.84226701e-09,-1.40456331e-05,-1.97230148e-07,-1.52715346e-08,-2.83018939e-09,2.15681264e-04,5.63433875e-11,6.478e-18,2.460e-18
1.0200,1.01789,-0.67860,0.000232,0.213041,-0.000120,0.213041,-0.0001541,0.0000001,0.0000581,-0.046486,-0.046121,-1.39101560e-05,-2.03691944e-07,-1.55275536e-08,-2.87582776e-09,-1.38013992e-05,-2.02661176e-07,-1.54575063e-08,-2.86352984e-09,2.30757349e-04,5.67207815e-11,4.608e-18,3.210e-18
1.0400,1.07452,-0.71635,0.000245,0.225045,-0.000126,0.225045,-0.0001626,0.0000001,0.0000611,-0.045673,-0.045310,-1.36776550e-05,-2.11002325e-07,-1.55275445e-08,-2.91904099e-09,-1.35694946e-05,-2.09928230e-07,-1.54569963e-08,-2.90647899e-09,2.46498111e-04,5.70618520e-11,4.337e-18,1.511e-18
1.0600,1.13302,-0.75535,0.000259,0.237465,-0.000133,0.237465,-0.0001713,0.0000002,0.0000643,-0.044929,-0.044567,-1.34640135e-05,-2.17239816e-07,-1.59013816e-08,-2.94363012e-09,-1.33561745e-05,-2.16129573e-07,-1.58286918e-08,-2.93088026e-09,2.62912963e-04,5.73500689e-11,2.385e-18,1.897e-19
1.0800,1.19343,-0.79562,0.000273,0.250308,-0.000140,0.250308,-0.0001803,0.0000002,0.0000676,-0.044280,-0.043918,-1.32751544e-05,-2.20103481e-07,-1.60051582e-08,-2.97072749e-09,-1.31673227e-05,-2.18974592e-07,-1.59315792e-08,-2.95778034e-09,2.80010733e-04,5.75749836e-11,9.216e-19,7.850e-18
1.1000,1.25576,-0.83717,0.000287,0.263579,-0.000148,0.263579,-0.0001896,0.0000002,0.0000710,-0.043745,-0.043383,-1.31165602e-05,-2.19267529e-07,-1.60508020e-08,-3.01201147e-09,-1.30083878e-05,-2.18137496e-07,-1.59764800e-08,-2.99880483e-09,2.97799646e-04,5.77340121e-11,3.469e-18,6.776e-21
1.1200,1.32002,-0.88001,0.000302,0.277283,-0.000155,0.277283,-0.0001991,0.0000002,0.0000745,-0.043338,-0.042972,-1.29931829e-05,-2.16554991e-07,-1.64189710e-08,-3.03866290e-09,-1.28842934e-05,-2.15431107e-07,-1.63425317e-08,-3.02525611e-09,3.16287399e-04,5.78312664e-11,1.231e-17,2.419e-18
1.1400,1.38623,-0.92415,0.000318,0.291425,-0.000163,0.291426,-0.0002089,0.0000002,0.0000780,-0.043059,-0.042690,-1.29093454e-05,-2.14840131e-07,-1.64515894e-08,-3.06054013e-09,-1.27993405e-05,-2.13715450e-07,-1.63745612e-08,-3.04695651e-09,3.35481136e-04,5.78770588e-11,6.559e-18,2.168e-19
1.1600,1.45440,-0.96960,0.000334,0.306012,-0.000171,0.306012,-0.0002190,0.0000002,0.0000817,-0.042917,-0.042542,-1.28686676e-05,-2.16350468e-07,-1.65464855e-08,-3.09718878e-09,-1.27571345e-05,-2.15208208e-07,-1.64684994e-08,-3.08336771e-09,3.55387436e-04,5.78890326e-11,7.806e-18,1.640e-18
1.1800,1.52456,-1.01637,0.000350,0.321048,-0.000179,0.321048,-0.0002293,0.0000002,0.0000855,-0.042919,-0.042538,-1.28739860e-05,-2.21352180e-07,-1.68759952e-08,-3.12434526e-09,-1.27605042e-05,-2.20175970e-07,-1.67961036e-08,-3.11032523e-09,3.76012349e-04,5.78913300e-11,4.093e-18,3.293e-18
1.2000,1.59671,-1.06447,0.000368,0.336538,-0.000187,0.336539,-0.0002400,0.0000002,0.0000893,-0.043077,-0.042688,-1.29273042e-05,-2.28006637e-07,-1.68478040e-08,-3.14125876e-09,-1.28114541e-05,-2.26790447e-07,-1.67675964e-08,-3.12708506e-09,3.97361295e-04,5.79113883e-11,5.746e-18,4.394e-18
1.2200,1.67087,-1.11391,0.000385,0.352488,-0.000196,0.352488,-0.0002509,0.0000002,0.0000933,-0.043406,-0.043008,-1.30297887e-05,-2.33479006e-07,-1.69930110e-08,-3.17195132e-09,-1.29111581e-05,-2.32230819e-07,-1.69116277e-08,-3.15756680e-09,4.19439048e-04,5.79780981e-11,8.457e-18,5.841e-18
1.2400,1.74705,-1.16470,0.000403,0.368903,-0.000204,0.368903,-0.0002620,0.0000002,0.0000973,-0.043914,-0.043506,-1.31817593e-05,-2.35613549e-07,-1.72701441e-08,-3.20004267e-09,-1.30599508e-05,-2.34350725e-07,-1.71870955e-08,-3.18545405e-09,4.42249767e-04,5.81217383e-11,2.873e-18,2.924e-18
1.2600,1.82527,-1.21684,0.000422,0.385787,-0.000213,0.385787,-0.0002735,0.0000002,0.0001014,-0.044600,-0.044179,-1.33827015e-05,-2.34201698e-07,-1.72116794e-08,-3.21510223e-09,-1.32573389e-05,-2.32940799e-07,-1.71284103e-08,-3.20036384e-09,4.65796943e-04,5.83723706e-11,3.795e-18,6.261e-18
1.2800,1.90552,-1.27035,0.000441,0.403146,-0.000223,0.403146,-0.0002852,0.0000003,0.0001056,-0.045453,-0.045019,-1.36312882e-05,-2.31095536e-07,-1.74087585e-08,-3.24047643e-09,-1.35020228e-05,-2.29842656e-07,-1.73240698e-08,-3.22554665e-09,4.90083469e-04,5.87561930e-11,9.270e-18,1.860e-18
1.3000,1.98784,-1.32523,0.000461,0.420984,-0.000232,0.420985,-0.0002972,0.0000003,0.0001099,-0.046457,-0.046009,-1.39253769e-05,-2.29092102e-07,-1.76206652e-08,-3.26867194e-09,-1.37918928e-05,-2.27839516e-07,-1.75346005e-08,-3.25353596e-09,5.15111686e-04,5.92931832e-11,1.897e-18,2.616e-18
1.3200,2.07222,-1.38148,0.000482,0.439307,-0.000242,0.439308,-0.0003095,0.0000003,0.0001143,-0.047594,-0.047130,-1.42620318e-05,-2.30278417e-07,-1.75487568e-08,-3.28232999e-09,-1.41240522e-05,-2.29009416e-07,-1.74625070e-08,-3.26704867e-09,5.40883323e-04,5.99969635e-11,3.903e-18,5.631e-18
1.3400,2.15868,-1.43912,0.000503,0.458119,-0.000251,0.458120,-0.0003220,0.0000003,0.0001188,-0.048851,-0.048372,-1.46375655e-05,-2.34809471e-07,-1.77773176e-08,-3.30105744e-09,-1.44948570e-05,-2.33508445e-07,-1.76895191e-08,-3.28561201e-09,5.67399535e-04,6.08736833e-11,1.361e-17,5.797e-18
1.3600,2.24723,-1.49815,0.000524,0.477426,-0.000262,0.477426,-0.0003348,0.0000003,0.0001234,-0.050221,-0.049725,-1.50475859e-05,-2.40826308e-07,-1.79111565e-08,-3.32713524e-09,-1.48999634e-05,-2.39488121e-07,-1.78223229e-08,-3.31149080e-09,5.94660851e-04,6.19195789e-11,9.460e-18,2.768e-18
1.3800,2.33787,-1.55858,0.000546,0.497231,-0.000272,0.497231,-0.0003479,0.0000003,0.0001280,-0.051694,-0.051181,-1.54870905e-05,-2.45574858e-07,-1.78469380e-08,-3.34046490e-09,-1.53344199e-05,-2.44207873e-07,-1.77578351e-08,-3.32467070e-09,6.22667098e-04,6.31209307e-11,3.849e-18,5.912e-18
1.4000,2.43061,-1.62041,0.000569,0.517540,-0.000282,0.517540,-0.0003612,0.0000003,0.0001328,-0.053260,-0.052730,-1.59505693e-05,-2.47041132e-07,-1.80971946e-08,-3.35432970e-09,-1.57927699e-05,-2.45662177e-07,-1.80064139e-08,-3.33838280e-09,6.51417460e-04,6.44564258e-11,7.210e-18,9.395e-18
1.4200,2.52547,-1.68364,0.000593,0.538356,-0.000293,0.538357,-0.0003748,0.0000003,0.0001376,-0.054898,-0.054350,-1.64320974e-05,-2.45129693e-07,-1.81632538e-08,-3.37873682e-09,-1.62691426e-05,-2.43754051e-07,-1.80716733e-08,-3.36258754e-09,6.80910476e-04,6.58983714e-11,6.315e-18,5.868e-18
1.4400,2.62244,-1.74829,0.000617,0.559686,-0.000304,0.559686,-0.0003887,0.0000004,0.0001425,-0.056581,-0.056016,-1.69254430e-05,-2.41711797e-07,-1.81312513e-08,-3.39353307e-09,-1.67573603e-05,-2.40344128e-07,-1.80391747e-08,-3.37721607e-09,7.11144044e-04,6.74126310e-11,6.559e-18,3.530e-18
1.4600,2.72154,-1.81436,0.000641,0.581533,-0.000315,0.581533,-0.0004028,0.0000004,0.0001475,-0.058279,-0.057697,-1.74241540e-05,-2.39505793e-07,-1.83854506e-08,-3.40379770e-09,-1.72510242e-05,-2.38137407e-07,-1.82916373e-08,-3.38733166e-09,7.42115539e-04,6.89601406e-11,6.993e-18,5.269e-18
1.4800,2.82277,-1.88185,0.000666,0.603901,-0.000327,0.603902,-0.0004172,0.0000004,0.0001525,-0.059962,-0.059363,-1.79216353e-05,-2.40462997e-07,-1.83861526e-08,-3.42470873e-09,-1.77435916e-05,-2.39077075e-07,-1.82917651e-08,-3.40804549e-09,7.73821756e-04,7.05002709e-11,7.210e-18,5.804e-18
1.5000,2.92614,-1.95076,0.000692,0.626796,-0.000338,0.626797,-0.0004318,0.0000004,0.0001576,-0.061607,-0.060992,-1.84112549e-05,-2.44629373e-07,-1.83904411e-08,-3.43975779e-09,-1.82284801e-05,-2.43210900e-07,-1.82953295e-08,-3.42291570e-09,8.06258886e-04,7.19931074e-11,4.879e-18,8.572e-19
