t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_R1,eta_R2,W_joint_J,E_damp_J,abs_dP,abs_dL
0.0000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.000e+00,0.000e+00
0.0200,0.00001,-0.00001,0.000000,0.000002,-0.000000,0.000002,-0.0000000,0.0000000,0.0000000,-0.000002,-0.000002,-1.16811156e-09,-6.25988790e-10,-1.15852110e-09,-6.22901675e-10,5.84478728e-11,4.25801607e-17,5.559e-22,4.461e-22
0.0400,0.00007,-0.00005,0.000000,0.000015,-0.000000,0.000015,-0.0000000,0.0000000,0.0000000,-0.000016,-0.000016,-9.27897589e-09,-4.53168925e-09,-9.20284679e-09,-4.50935785e-09,9.25800169e-10,1.17021738e-15,1.657e-20,6.528e-21
0.0600,0.00025,-0.00017,0.000000,0.000052,-0.000000,0.000052,-0.0000000,0.0000000,0.0000000,-0.000061,-0.000061,-3.10365928e-08,-1.29858539e-08,-3.07822229e-08,-1.29219450e-08,4.64013899e-09,7.13083947e-15,9.953e-21,7.061e-21
0.0800,0.00059,-0.00039,0.000000,0.000123,-0.000000,0.000123,-0.0000001,0.0000000,0.0000000,-0.000164,-0.000162,-7.27810759e-08,-2.45052095e-08,-7.21853543e-08,-2.43848421e-08,1.45185985e-08,2.34778947e-14,6.437e-20,1.641e-20
0.1000,0.00115,-0.00077,0.000000,0.000239,-0.000000,0.000239,-0.0000002,0.0000000,0.0000001,-0.000355,-0.000351,-1.40398019e-07,-3.57509016e-08,-1.39250495e-07,-3.55757704e-08,3.50904858e-08,5.73756545e-14,6.332e-20,1.161e-20
0.1200,0.00198,-0.00132,0.000000,0.000411,-0.000000,0.000411,-0.0000003,0.0000000,0.0000001,-0.000663,-0.000657,-2.39247937e-07,-4.35133314e-08,-2.37295357e-07,-4.33009465e-08,7.20314745e-08,1.21306381e-13,4.595e-20,4.360e-20
0.1400,0.00313,-0.00209,0.000001,0.000650,-0.000000,0.000650,-0.0000005,0.0000000,0.0000002,-0.001110,-0.001100,-3.74103199e-07,-4.66051688e-08,-3.71054434e-07,-4.63787376e-08,1.32099245e-07,2.35865556e-13,2.880e-20,7.888e-21
0.1600,0.00466,-0.00310,0.000001,0.000966,-0.000001,0.000966,-0.0000007,0.0000000,0.0000003,-0.001703,-0.001688,-5.49080564e-07,-4.65455890e-08,-5.44612079e-07,-4.63206155e-08,2.23071058e-07,4.27647153e-13,1.076e-19,1.522e-20
0.1800,0.00661,-0.00440,0.000002,0.001370,-0.000001,0.001370,-0.0000010,0.0000000,0.0000004,-0.002443,-0.002422,-7.67565743e-07,-4.66419919e-08,-7.61327761e-07,-4.64175647e-08,3.53683703e-07,7.26284388e-13,1.271e-19,4.119e-20
0.2000,0.00903,-0.00602,0.000002,0.001872,-0.000001,0.001872,-0.0000014,0.0000000,0.0000006,-0.003328,-0.003300,-1.03213774e-06,-5.00233253e-08,-1.02376120e-06,-4.97832222e-08,5.33575206e-07,1.16430741e-12,1.626e-19,1.138e-20
0.2200,0.01197,-0.00798,0.000003,0.002482,-0.000001,0.002482,-0.0000018,0.0000000,0.0000007,-0.004360,-0.004324,-1.34450764e-06,-5.77942896e-08,-1.33361176e-06,-5.75171636e-08,7.73227457e-07,1.77622497e-12,5.167e-19,2.313e-19
0.2400,0.01548,-0.01032,0.000004,0.003209,-0.000002,0.003209,-0.0000024,0.0000000,0.0000010,-0.005547,-0.005501,-1.70548566e-06,-6.83997210e-08,-1.69168582e-06,-6.80722442e-08,1.08390870e-06,2.59421077e-12,3.202e-19,1.771e-19
0.2600,0.01961,-0.01307,0.000005,0.004065,-0.000002,0.004065,-0.0000030,0.0000000,0.0000012,-0.006900,-0.006844,-2.11498078e-06,-7.85634686e-08,-2.09789625e-06,-7.81886131e-08,1.47761634e-06,3.64488278e-12,1.203e-19,2.663e-19
0.2800,0.02439,-0.01626,0.000006,0.005057,-0.000003,0.005057,-0.0000037,0.0000000,0.0000015,-0.008426,-0.008357,-2.57202677e-06,-8.52363935e-08,-2.55128800e-06,-8.48319686e-08,1.96702085e-06,4.95014719e-12,2.101e-19,2.743e-19
0.3000,0.02989,-0.01993,0.000007,0.006196,-0.000004,0.006196,-0.0000046,0.0000000,0.0000019,-0.010123,-0.010040,-3.07482043e-06,-8.73952178e-08,-3.05007582e-06,-8.69836037e-08,2.56541253e-06,6.52753502e-12,5.285e-19,5.550e-19
0.3200,0.03613,-0.02409,0.000009,0.007490,-0.000004,0.007490,-0.0000055,0.0000000,0.0000022,-0.011975,-0.011878,-3.62075941e-06,-8.66308507e-08,-3.59168163e-06,-8.62260883e-08,3.28665173e-06,8.38673790e-12,5.184e-19,1.393e-19
0.3400,0.04317,-0.02878,0.000010,0.008950,-0.000005,0.008950,-0.0000066,0.0000000,0.0000027,-0.013961,-0.013848,-4.20647471e-06,-8.61899717e-08,-4.17276678e-06,-8.57898819e-08,4.14512202e-06,1.05264928e-11,9.250e-19,2.319e-19
0.3600,0.05105,-0.03403,0.000012,0.010583,-0.000006,0.010583,-0.0000078,0.0000000,0.0000031,-0.016057,-0.015928,-4.82786444e-06,-8.90463521e-08,-4.78926554e-06,-8.86343179e-08,5.15568396e-06,1.29350180e-11,5.285e-19,1.942e-19
0.3800,0.05981,-0.03987,0.000014,0.012399,-0.000007,0.012399,-0.0000092,0.0000000,0.0000037,-0.018243,-0.018097,-5.48014124e-06,-9.61486959e-08,-5.43643223e-06,-9.57039714e-08,6.33362732e-06,1.55904158e-11,4.371e-19,4.305e-19
0.4000,0.06949,-0.04632,0.000016,0.014405,-0.000008,0.014406,-0.0000106,0.0000000,0.0000043,-0.020507,-0.020342,-6.15790489e-06,-1.05878195e-07,-6.10891309e-06,-1.05388551e-07,7.69462111e-06,1.84588387e-11,1.389e-19,1.093e-19
0.4200,0.08013,-0.05342,0.000019,0.016612,-0.000009,0.016612,-0.0000123,0.0000000,0.0000049,-0.022839,-0.022656,-6.85524211e-06,-1.15025471e-07,-6.80084510e-06,-1.14494661e-07,9.25466310e-06,2.14946872e-11,1.003e-18,1.724e-19
0.4400,0.09177,-0.06118,0.000022,0.019027,-0.000011,0.019027,-0.0000141,0.0000000,0.0000056,-0.025227,-0.025026,-7.56584546e-06,-1.20699190e-07,-7.50597364e-06,-1.20144836e-07,1.10300320e-05,2.46450955e-11,1.091e-18,2.334e-19
0.4600,0.10445,-0.06964,0.000025,0.021657,-0.000012,0.021657,-0.0000160,0.0000000,0.0000064,-0.027653,-0.027434,-8.28313596e-06,-1.22031815e-07,-8.21777387e-06,-1.21475052e-07,1.30372449e-05,2.78539610e-11,6.370e-19,1.694e-21
0.4800,0.11822,-0.07881,0.000028,0.024513,-0.000014,0.024513,-0.0000181,0.0000000,0.0000072,-0.030088,-0.029850,-9.00037604e-06,-1.20677218e-07,-8.92956264e-06,-1.20130302e-07,1.52930205e-05,3.10625048e-11,4.947e-19,5.540e-19
0.5000,0.13309,-0.08873,0.000031,0.027600,-0.000016,0.027600,-0.0000204,0.0000000,0.0000081,-0.032498,-0.032242,-9.71076747e-06,-1.19816252e-07,-9.63459565e-06,-1.19275496e-07,1.78142456e-05,3.42102649e-11,6.099e-19,5.446e-19
0.5200,0.14913,-0.09942,0.000035,0.030928,-0.000018,0.030928,-0.0000228,0.0000000,0.0000090,-0.034851,-0.034577,-1.04075399e-05,-1.22268696e-07,-1.03261554e-05,-1.21716886e-07,2.06179394e-05,3.72390240e-11,1.789e-18,1.655e-18
0.5400,0.16635,-0.11090,0.000039,0.034504,-0.000020,0.034504,-0.0000255,0.0000000,0.0000100,-0.037121,-0.036830,-1.10840416e-05,-1.28833240e-07,-1.09976410e-05,-1.28250021e-07,2.37212136e-05,4.00959128e-11,6.573e-19,2.753e-19
0.5600,0.18480,-0.12320,0.000043,0.038335,-0.000022,0.038335,-0.0000283,0.0000000,0.0000111,-0.039292,-0.038985,-1.17338417e-05,-1.37833726e-07,-1.16426701e-05,-1.37207737e-07,2.71412277e-05,4.27336957e-11,1.396e-18,2.812e-19
0.5800,0.20450,-0.13634,0.000048,0.042429,-0.000024,0.042429,-0.0000313,0.0000000,0.0000123,-0.041355,-0.041033,-1.23508463e-05,-1.46129548e-07,-1.22551935e-05,-1.45465095e-07,3.08951439e-05,4.51122235e-11,6.776e-19,1.423e-18
0.6000,0.22550,-0.15034,0.000052,0.046794,-0.000027,0.046794,-0.0000345,0.0000000,0.0000135,-0.043298,-0.042963,-1.29294186e-05,-1.50982635e-07,-1.28296142e-05,-1.50296980e-07,3.50000864e-05,4.72027412e-11,6.641e-19,6.039e-19
0.6200,0.24783,-0.16522,0.000057,0.051437,-0.000029,0.051437,-0.0000379,0.0000000,0.0000148,-0.045109,-0.044761,-1.34644887e-05,-1.51671933e-07,-1.33608964e-05,-1.50984896e-07,3.94731108e-05,4.89904462e-11,5.963e-19,3.558e-20
0.6400,0.27152,-0.18101,0.000063,0.056364,-0.000032,0.056364,-0.0000415,0.0000000,0.0000162,-0.046766,-0.046406,-1.39516397e-05,-1.49904408e-07,-1.38446510e-05,-1.49226509e-07,4.43311806e-05,5.04729095e-11,8.538e-19,2.361e-18
0.6600,0.29659,-0.19773,0.000068,0.061584,-0.000035,0.061584,-0.0000453,0.0000000,0.0000176,-0.048245,-0.047875,-1.43871677e-05,-1.48789537e-07,-1.42771948e-05,-1.48115726e-07,4.95911470e-05,5.16583746e-11,1.613e-18,1.889e-19
0.6800,0.32309,-0.21539,0.000074,0.067103,-0.000038,0.067103,-0.0000494,0.0000000,0.0000192,-0.049529,-0.049150,-1.47681194e-05,-1.50993826e-07,-1.46555887e-05,-1.50306486e-07,5.52697238e-05,5.25661633e-11,1.301e-18,1.321e-18
0.7000,0.35104,-0.23403,0.000081,0.072927,-0.000042,0.072927,-0.0000536,0.0000000,0.0000208,-0.050606,-0.050220,-1.50923214e-05,-1.57171314e-07,-1.49776667e-05,-1.56450677e-07,6.13834537e-05,5.32256494e-11,2.236e-18,1.576e-18
0.7200,0.38048,-0.25365,0.000087,0.079065,-0.000045,0.079065,-0.0000581,0.0000001,0.0000225,-0.051479,-0.051088,-1.53584113e-05,-1.65594194e-07,-1.52420666e-05,-1.64829946e-07,6.79486680e-05,5.36723597e-11,1.694e-18,3.462e-18
0.7400,0.41142,-0.27428,0.000094,0.085522,-0.000049,0.085522,-0.0000628,0.0000001,0.0000242,-0.052157,-0.051761,-1.55658707e-05,-1.73192224e-07,-1.54482636e-05,-1.72389399e-07,7.49814452e-05,5.39452659e-11,7.047e-19,1.091e-18
0.7600,0.44391,-0.29594,0.000102,0.092305,-0.000053,0.092305,-0.0000677,0.0000001,0.0000261,-0.052648,-0.052249,-1.57150552e-05,-1.77376142e-07,-1.55965992e-05,-1.76551865e-07,8.24975789e-05,5.40868203e-11,2.331e-18,3.202e-19
0.7800,0.47796,-0.31864,0.000109,0.099420,-0.000057,0.099420,-0.0000729,0.0000001,0.0000280,-0.052960,-0.052559,-1.58072056e-05,-1.77562616e-07,-1.56882928e-05,-1.76735695e-07,9.05125585e-05,5.41416029e-11,3.266e-18,3.283e-18
0.8000,0.51360,-0.34240,0.000117,0.106875,-0.000061,0.106875,-0.0000783,0.0000001,0.0000300,-0.053093,-0.052692,-1.58444315e-05,-1.75502964e-07,-1.57254258e-05,-1.74682579e-07,9.90415604e-05,5.41519544e-11,1.721e-18,7.471e-19
0.8200,0.55086,-0.36724,0.000126,0.114675,-0.000065,0.114676,-0.0000839,0.0000001,0.0000321,-0.053047,-0.052647,-1.58296653e-05,-1.74231038e-07,-1.57108958e-05,-1.73411238e-07,1.08099441e-04,5.41547004e-11,4.174e-18,8.809e-19
0.8400,0.58977,-0.39318,0.000135,0.122828,-0.000070,0.122828,-0.0000898,0.0000001,0.0000343,-0.052826,-0.052429,-1.57665930e-05,-1.76262151e-07,-1.56483490e-05,-1.75425380e-07,1.17700721e-04,5.41808205e-11,3.104e-18,2.711e-20
0.8600,0.63035,-0.42024,0.000144,0.131338,-0.000074,0.131338,-0.0000959,0.0000001,0.0000366,-0.052444,-0.052049,-1.56595786e-05,-1.82112224e-07,-1.55421046e-05,-1.81239727e-07,1.27859558e-04,5.42545501e-11,2.358e-18,7.572e-19
0.8800,0.67263,-0.44842,0.000153,0.140213,-0.000079,0.140213,-0.0001023,0.0000001,0.0000390,-0.051922,-0.051531,-1.55135898e-05,-1.90008759e-07,-1.53970822e-05,-1.89091628e-07,1.38589708e-04,5.43907371e-11,5.584e-18,7.623e-20
0.9000,0.71662,-0.47775,0.000163,0.149458,-0.000085,0.149458,-0.0001089,0.0000001,0.0000414,-0.051291,-0.050903,-1.53341303e-05,-1.96954686e-07,-1.52187344e-05,-1.95999003e-07,1.49904486e-04,5.45942798e-11,2.860e-18,5.845e-19
0.9200,0.76236,-0.50824,0.000174,0.159080,-0.000090,0.159080,-0.0001158,0.0000001,0.0000440,-0.050578,-0.050194,-1.51271727e-05,-2.00506579e-07,-1.50129797e-05,-1.99529645e-07,1.61816745e-04,5.48627512e-11,5.990e-18,3.571e-18
0.9400,0.80985,-0.53990,0.000184,0.169084,-0.000096,0.169084,-0.0001230,0.0000001,0.0000466,-0.049806,-0.049426,-1.48990782e-05,-2.00212106e-07,-1.47861241e-05,-1.99232065e-07,1.74338868e-04,5.51881491e-11,1.735e-18,2.665e-18
0.9600,0.85913,-0.57276,0.000196,0.179476,-0.000101,0.179476,-0.0001304,0.0000001,0.0000493,-0.048992,-0.048616,-1.46564984e-05,-1.97860439e-07,-1.45447625e-05,-1.96885516e-07,1.87482770e-04,5.55563902e-11,2.114e-18,2.035e-18
0.9800,0.91022,-0.60681,0.000207,0.190263,-0.000107,0.190263,-0.0001380,0.0000001,0.0000521,-0.048149,-0.047777,-1.44062552e-05,-1.96407821e-07,-1.42956609e-05,-1.95431549e-07,2.01259906e-04,5.59482542e-11,4.120e-18,1.723e-18
1.0000,0.96313,-0.64209,0.000220,0.201449,-0.000113,0.201449,-0.0001459,0.0000001,0.0000550,-0.047292,-0.046924,-1.41552120e-05,-1.98222547e-07,-1.40456281e-05,-1.97227775e-07,2.15681266e-04,5.63429089e-11,3.740e-18,4.227e-18
1.0200,1.01789,-0.67860,0.000232,0.213041,-0.000120,0.213041,-0.0001541,0.0000001,0.0000581,-0.046443,-0.046078,-1.39101474e-05,-2.03690838e-07,-1.38013909e-05,-2.02660075e-07,2.30757345e-04,5.67203071e-11,4.093e-18,1.470e-18
1.0400,1.07452,-0.71635,0.000245,0.225045,-0.000126,0.225045,-0.0001626,0.0000001,0.0000611,-0.045630,-0.045268,-1.36776445e-05,-2.11003773e-07,-1.35694843e-05,-2.09929665e-07,2.46498110e-04,5.70613834e-11,3.361e-18,3.358e-18
1.0600,1.13302,-0.75535,0.000259,0.237465,-0.000133,0.237465,-0.0001713,0.0000002,0.0000643,-0.044885,-0.044524,-1.34639987e-05,-2.17241672e-07,-1.33561600e-05,-2.16131415e-07,2.62912965e-04,5.73495959e-11,1.138e-18,5.014e-19
1.0800,1.19343,-0.79562,0.000273,0.250308,-0.000140,0.250308,-0.0001803,0.0000002,0.0000676,-0.044236,-0.043874,-1.32751374e-05,-2.20105564e-07,-1.31673060e-05,-2.18976661e-07,2.80010729e-04,5.75745123e-11,3.415e-18,2.185e-18
1.1000,1.25576,-0.83717,0.000287,0.263579,-0.000148,0.263579,-0.0001896,0.0000002,0.0000710,-0.043701,-0.043338,-1.31165416e-05,-2.19268824e-07,-1.30083695e-05,-2.18138785e-07,2.97799646e-04,5.77335420e-11,1.626e-18,1.481e-18
1.1200,1.32002,-0.88001,0.000302,0.277283,-0.000155,0.277283,-0.0001991,0.0000002,0.0000745,-0.043292,-0.042927,-1.29931608e-05,-2.16553619e-07,-1.28842716e-05,-2.15429748e-07,3.16287400e-04,5.78307868e-11,7.210e-18,6.871e-18
1.1400,1.38623,-0.92415,0.000318,0.291425,-0.000163,0.291426,-0.0002089,0.0000002,0.0000780,-0.043014,-0.042645,-1.29093225e-05,-2.14838104e-07,-1.27993180e-05,-2.13713439e-07,3.35481131e-04,5.78765787e-11,1.979e-18,2.633e-18
1.1600,1.45440,-0.96960,0.000334,0.306012,-0.000171,0.306012,-0.0002190,0.0000002,0.0000817,-0.042871,-0.042497,-1.28686439e-05,-2.16348780e-07,-1.27571111e-05,-2.15206530e-07,3.55387437e-04,5.78885494e-11,7.156e-18,1.145e-18
1.1800,1.52456,-1.01637,0.000350,0.321048,-0.000179,0.321048,-0.0002293,0.0000002,0.0000855,-0.042872,-0.042492,-1.28739602e-05,-2.21350985e-07,-1.27604788e-05,-2.20174779e-07,3.76012348e-04,5.78908345e-11,5.340e-18,1.762e-19
1.2000,1.59671,-1.06447,0.000368,0.336538,-0.000187,0.336539,-0.0002400,0.0000002,0.0000893,-0.043030,-0.042642,-1.29272793e-05,-2.28007941e-07,-1.28114294e-05,-2.26791737e-07,3.97361290e-04,5.79108938e-11,7.074e-18,4.154e-18
1.2200,1.67087,-1.11391,0.000385,0.352488,-0.000196,0.352488,-0.0002509,0.0000002,0.0000933,-0.043359,-0.042961,-1.30297638e-05,-2.33481389e-07,-1.29111334e-05,-2.32233183e-07,4.19439049e-04,5.79775995e-11,4.066e-18,3.951e-18
1.2400,1.74705,-1.16470,0.000403,0.368903,-0.000204,0.368903,-0.0002620,0.0000002,0.0000973,-0.043867,-0.043458,-1.31817339e-05,-2.35615137e-07,-1.30599256e-05,-2.34352303e-07,4.42249765e-04,5.81212292e-11,2.873e-18,2.314e-18
1.2600,1.82527,-1.21684,0.000422,0.385787,-0.000213,0.385787,-0.0002735,0.0000002,0.0001014,-0.044552,-0.044132,-1.33826783e-05,-2.34202784e-07,-1.32573160e-05,-2.32941882e-07,4.65796939e-04,5.83718664e-11,1.260e-17,1.162e-18
1.2800,1.90552,-1.27035,0.000441,0.403146,-0.000223,0.403146,-0.0002852,0.0000003,0.0001056,-0.045405,-0.044971,-1.36312659e-05,-2.31094554e-07,-1.35020006e-05,-2.29841685e-07,4.90083471e-04,5.87556857e-11,4.554e-18,4.028e-18
1.3000,1.98784,-1.32523,0.000461,0.420984,-0.000232,0.420985,-0.0002972,0.0000003,0.0001099,-0.046408,-0.045960,-1.39253557e-05,-2.29089606e-07,-1.37918717e-05,-2.27837039e-07,5.15111682e-04,5.92926737e-11,2.494e-18,3.490e-18
1.3200,2.07222,-1.38148,0.000482,0.439307,-0.000242,0.439307,-0.0003095,0.0000003,0.0001143,-0.047545,-0.047082,-1.42620140e-05,-2.30276923e-07,-1.41240344e-05,-2.29007931e-07,5.40883320e-04,5.99964676e-11,1.952e-18,5.929e-18
1.3400,2.15868,-1.43912,0.000503,0.458119,-0.000251,0.458120,-0.0003220,0.0000003,0.0001188,-0.048802,-0.048323,-1.46375494e-05,-2.34808784e-07,-1.44948409e-05,-2.33507760e-07,5.67399536e-04,6.08731885e-11,4.120e-18,1.152e-18
1.3600,2.24723,-1.49815,0.000524,0.477426,-0.000262,0.477426,-0.0003348,0.0000003,0.0001234,-0.050171,-0.049676,-1.50475724e-05,-2.40827156e-07,-1.48999498e-05,-2.39488959e-07,5.94660845e-04,6.19190940e-11,1.144e-17,3.131e-18
1.3800,2.33787,-1.55858,0.000546,0.497231,-0.000272,0.497231,-0.0003479,0.0000003,0.0001280,-0.051644,-0.051132,-1.54870811e-05,-2.45577451e-07,-1.53344104e-05,-2.44210446e-07,6.22667095e-04,6.31204681e-11,6.695e-18,5.953e-18
1.4000,2.43061,-1.62041,0.000569,0.517540,-0.000282,0.517540,-0.0003612,0.0000003,0.0001328,-0.053210,-0.052680,-1.59505620e-05,-2.47042812e-07,-1.57927625e-05,-2.45663848e-07,6.51417461e-04,6.44559681e-11,8.484e-18,4.042e-18
1.4200,2.52547,-1.68364,0.000593,0.538356,-0.000293,0.538357,-0.0003748,0.0000003,0.0001376,-0.054848,-0.054300,-1.64320935e-05,-2.45130117e-07,-1.62691386e-05,-2.43754477e-07,6.80910469e-04,6.58979322e-11,3.253e-18,2.206e-18
1.4400,2.62244,-1.74829,0.000617,0.559686,-0.000304,0.559686,-0.0003887,0.0000004,0.0001425,-0.056531,-0.055966,-1.69254434e-05,-2.41711072e-07,-1.67573605e-05,-2.40343412e-07,7.11144043e-04,6.74122169e-11,7.589e-18,1.826e-18
1.4600,2.72154,-1.81436,0.000641,0.581533,-0.000315,0.581533,-0.0004028,0.0000004,0.0001475,-0.058229,-0.057647,-1.74241566e-05,-2.39503372e-07,-1.72510267e-05,-2.38135004e-07,7.42115538e-04,6.89597337e-11,9.975e-18,2.165e-18
1.4800,2.82277,-1.88185,0.000666,0.603901,-0.000327,0.603902,-0.0004172,0.0000004,0.0001525,-0.059911,-0.059312,-1.79216419e-05,-2.40461195e-07,-1.77435979e-05,-2.39075284e-07,7.73821749e-04,7.04998870e-11,1.187e-17,7.718e-18
1.5000,2.92614,-1.95076,0.000692,0.626796,-0.000338,0.626797,-0.0004318,0.0000004,0.0001576,-0.061556,-0.060941,-1.84112653e-05,-2.44629232e-07,-1.82284903e-05,-2.43210756e-07,8.06258886e-04,7.19927462e-11,2.656e-18,1.867e-18
1.5200,3.03165,-2.02110,0.000719,0.650222,-0.000350,0.650223,-0.0004467,0.0000004,0.0001628,-0.063147,-0.062518,-1.88864574e-05,-2.50132897e-07,-1.86991812e-05,-2.48677430e-07,8.39422538e-04,7.33997945e-11,4.554e-18,5.475e-18
1.5400,3.13931,-2.09287,0.000746,0.674183,-0.000362,0.674183,-0.0004618,0.0000004,0.0001681,-0.064673,-0.064029,-1.93408327e-05,-2.54301378e-07,-1.91493283e-05,-2.52817494e-07,8.73307639e-04,7.46862461e-11,4.283e-18,5.533e-18
1.5600,3.24912,-2.16608,0.000774,0.698683,-0.000374,0.698683,-0.0004772,0.0000004,0.0001735,-0.066118,-0.065461,-1.97683114e-05,-2.55251948e-07,-1.95728894e-05,-2.53755872e-07,9.07908471e-04,7.58247187e-11,9.704e-18,3.080e-18
1.5800,3.36108,-2.24072,0.000802,0.723727,-0.000387,0.723727,-0.0004929,0.0000005,0.0001789,-0.067464,-0.066795,-2.01632294e-05,-2.52996361e-07,-1.99642328e-05,-2.51502110e-07,9.43218705e-04,7.67968794e-11,3.903e-18,2.582e-18
1.6000,3.47520,-2.31680,0.000831,0.749319,-0.000400,0.749319,-0.0005088,0.0000005,0.0001843,-0.068686,-0.068006,-2.05204304e-05,-2.49420241e-07,-2.03182275e-05,-2.47931131e-07,9.79231448e-04,7.75929035e-11,3.578e-18,1.081e-17
1.6200,3.59148,-2.39432,0.000861,0.775463,-0.000412,0.775463,-0.0005249,0.0000005,0.0001899,-0.069761,-0.069071,-2.08353346e-05,-2.47156439e-07,-2.06303132e-05,-2.45663005e-07,1.01593930e-03,7.82117933e-11,1.350e-17,3.029e-18
1.6400,3.70992,-2.47328,0.000892,0.802163,-0.000425,0.802164,-0.0005412,0.0000005,0.0001955,-0.070668,-0.069971,-2.11039951e-05,-2.48026018e-07,-2.08965553e-05,-2.46511524e-07,1.05333435e-03,7.86625973e-11,1.133e-17,1.626e-18
1.6600,3.83053,-2.55369,0.000923,0.829424,-0.000439,0.829425,-0.0005578,0.0000005,0.0002012,-0.071398,-0.070693,-2.13231481e-05,-2.51970845e-07,-2.11136961e-05,-2.50421057e-07,1.09140816e-03,7.89636422e-11,8.457e-18,1.084e-18
1.6800,3.95330,-2.63553,0.000955,0.857250,-0.000452,0.857250,-0.0005746,0.0000005,0.0002069,-0.071947,-0.071237,-2.14902661e-05,-2.57103358e-07,-2.12792072e-05,-2.55514760e-07,1.13015174e-03,7.91399710e-11,3.795e-18,2.446e-18
1.7000,4.07823,-2.71882,0.000987,0.885644,-0.000466,0.885644,-0.0005916,0.0000006,0.0002127,-0.072318,-0.071604,-2.16036110e-05,-2.60836095e-07,-2.13913426e-05,-2.59217682e-07,1.16955550e-03,7.92219547e-11,6.614e-18,6.126e-18
1.7200,4.20533,-2.80356,0.001020,0.914610,-0.000480,0.914611,-0.0006089,0.0000006,0.0002185,-0.072515,-0.071798,-2.16622795e-05,-2.61414910e-07,-2.14491841e-05,-2.59782557e-07,1.20960924e-03,7.92449007e-11,9.975e-18,1.613e-18
1.7400,4.33460,-2.88973,0.001054,0.944153,-0.000494,0.944154,-0.0006264,0.0000006,0.0002244,-0.072536,-0.071818,-2.16662286e-05,-2.58948401e-07,-2.14526669e-05,-2.57315203e-07,1.25030227e-03,7.92467897e-11,1.057e-17,4.283e-18
1.7600,4.46603,-2.97735,0.001089,0.974277,-0.000508,0.974278,-0.0006440,0.0000006,0.0002303,-0.072380,-0.071661,-2.16162751e-05,-2.55329163e-07,-2.14025794e-05,-2.53697516e-07,1.29162339e-03,7.92645048e-11,1.626e-18,2.175e-18
1.7800,4.59962,-3.06641,0.001124,1.004985,-0.000523,1.004985,-0.0006619,0.0000006,0.0002363,-0.072041,-0.071323,-2.15140683e-05,-2.53102714e-07,-2.13005370e-05,-2.51462831e-07,1.33356099e-03,7.93316292e-11,7.373e-18,1.048e-17
1.8000,4.73537,-3.15691,0.001161,1.036281,-0.000537,1.036281,-0.0006800,0.0000006,0.0002423,-0.071523,-0.070806,-2.13620457e-05,-2.53959743e-07,-2.11489381e-05,-2.52295428e-07,1.37610307e-03,7.94777487e-11,4.608e-18,1.179e-18
1.8200,4.87328,-3.24885,0.001198,1.068168,-0.000552,1.068169,-0.0006983,0.0000007,0.0002484,-0.070837,-0.070123,-2.11633815e-05,-2.57744570e-07,-2.09509141e-05,-2.56042773e-07,1.41923720e-03,7.97266058e-11,4.228e-18,2.182e-18
1.8400,5.01334,-3.34223,0.001235,1.100651,-0.000567,1.100652,-0.0007167,0.0000007,0.0002545,-0.070002,-0.069291,-2.09219363e-05,-2.62561423e-07,-2.07102792e-05,-2.60819886e-07,1.46295045e-03,8.00935053e-11,1.372e-17,7.766e-18
1.8600,5.15555,-3.43704,0.001274,1.133734,-0.000582,1.133735,-0.0007354,0.0000007,0.0002606,-0.069043,-0.068335,-2.06422075e-05,-2.65906641e-07,-2.04314819e-05,-2.64135103e-07,1.50722943e-03,8.05847485e-11,1.512e-17,4.032e-18
1.8800,5.29992,-3.53328,0.001313,1.167419,-0.000598,1.167419,-0.0007542,0.0000007,0.0002668,-0.067982,-0.067277,-2.03292737e-05,-2.66150819e-07,-2.01195497e-05,-2.64365131e-07,1.55206024e-03,8.11987301e-11,6.505e-18,6.709e-18
1.9000,5.44642,-3.63095,0.001353,1.201710,-0.000613,1.201711,-0.0007731,0.0000007,0.0002730,-0.066837,-0.066136,-1.99887235e-05,-2.63492898e-07,-1.97800189e-05,-2.61705589e-07,1.59742856e-03,8.19260026e-11,5.638e-18,3.686e-18
1.9200,5.59507,-3.73005,0.001394,1.236610,-0.000629,1.236611,-0.0007923,0.0000008,0.0002792,-0.065622,-0.064925,-1.96265640e-05,-2.59827671e-07,-1.94188437e-05,-2.58040593e-07,1.64331974e-03,8.27487425e-11,1.480e-17,9.527e-18
1.9400,5.74585,-3.83057,0.001435,1.272124,-0.000645,1.272125,-0.0008116,0.0000008,0.0002855,-0.064351,-0.063656,-1.92491104e-05,-2.57612927e-07,-1.90422875e-05,-2.55816326e-07,1.68971880e-03,8.36422640e-11,1.702e-17,5.719e-18
