t_s,roll_deg,pitch_deg,yaw_deg,wx_dps,wy_dps,wz_dps,grasp_x_m,grasp_y_m,grasp_z_m,grasp_visible
0.0000,0.0000,0.0000,0.0000,8.0000,1.0000,3.0000,0.60000,0.00000,1.00000,0
0.0667,0.5338,0.0652,0.2004,8.0022,0.9820,3.0000,0.60117,-0.00721,0.99927,0
0.1334,1.0680,0.1273,0.4014,8.0044,0.9640,3.0000,0.60234,-0.01442,0.99849,0
0.2001,1.6026,0.1863,0.6030,8.0066,0.9459,3.0000,0.60351,-0.02162,0.99765,0
0.2668,2.1375,0.2422,0.8050,8.0087,0.9279,3.0000,0.60468,-0.02880,0.99676,0
0.3335,2.6727,0.2951,1.0075,8.0108,0.9099,3.0000,0.60586,-0.03598,0.99581,0
0.4002,3.2082,0.3448,1.2104,8.0128,0.8918,2.9999,0.60704,-0.04315,0.99480,0
0.4669,3.7441,0.3914,1.4137,8.0148,0.8738,2.9999,0.60823,-0.05031,0.99374,0
0.5336,4.2802,0.4350,1.6174,8.0167,0.8557,2.9999,0.60942,-0.05746,0.99263,0
0.6003,4.8167,0.4754,1.8214,8.0186,0.8377,2.9999,0.61061,-0.06459,0.99146,0
0.6670,5.3534,0.5127,2.0256,8.0205,0.8196,2.9999,0.61180,-0.07172,0.99023,0
0.7337,5.8903,0.5469,2.2300,8.0223,0.8016,2.9999,0.61300,-0.07883,0.98895,0
0.8004,6.4275,0.5780,2.4347,8.0241,0.7835,2.9999,0.61420,-0.08593,0.98761,0
0.8671,6.9649,0.6060,2.6394,8.0259,0.7654,2.9999,0.61540,-0.09302,0.98622,0
0.9339,7.5025,0.6309,2.8443,8.0276,0.7473,2.9999,0.61661,-0.10010,0.98477,0
1.0006,8.0404,0.6526,3.0492,8.0292,0.7293,2.9999,0.61781,-0.10716,0.98327,0
1.0673,8.5784,0.6712,3.2542,8.0309,0.7112,2.9999,0.61902,-0.11421,0.98172,0
1.1340,9.1165,0.6867,3.4591,8.0324,0.6931,2.9999,0.62024,-0.12124,0.98011,0
1.2007,9.6549,0.6991,3.6640,8.0340,0.6750,2.9999,0.62145,-0.12826,0.97844,0
1.2674,10.1933,0.7084,3.8688,8.0355,0.6569,2.9999,0.62267,-0.13527,0.97672,0
1.3341,10.7319,0.7145,4.0734,8.0369,0.6388,2.9998,0.62389,-0.14226,0.97495,0
1.4008,11.2706,0.7176,4.2779,8.0384,0.6207,2.9998,0.62511,-0.14923,0.97312,0
1.4675,11.8094,0.7175,4.4821,8.0397,0.6026,2.9998,0.62633,-0.15619,0.97124,0
1.5342,12.3483,0.7144,4.6861,8.0411,0.5845,2.9998,0.62756,-0.16313,0.96931,0
1.6009,12.8872,0.7081,4.8897,8.0424,0.5664,2.9998,0.62879,-0.17005,0.96732,0
1.6676,13.4262,0.6988,5.0931,8.0436,0.5483,2.9998,0.63001,-0.17696,0.96528,0
1.7343,13.9653,0.6864,5.2960,8.0448,0.5302,2.9998,0.63125,-0.18385,0.96319,0
1.8010,14.5043,0.6708,5.4985,8.0460,0.5121,2.9998,0.63248,-0.19073,0.96104,0
1.8677,15.0434,0.6523,5.7006,8.0472,0.4939,2.9998,0.63371,-0.19758,0.95884,0
1.9344,15.5825,0.6306,5.9021,8.0482,0.4758,2.9998,0.63495,-0.20442,0.95658,0
2.0011,16.1215,0.6059,6.1031,8.0493,0.4577,2.9998,0.63619,-0.21123,0.95428,0
2.0678,16.6605,0.5781,6.3035,8.0503,0.4396,2.9998,0.63743,-0.21803,0.95192,0
2.1345,17.1995,0.5474,6.5033,8.0513,0.4214,2.9998,0.63867,-0.22481,0.94951,0
2.2012,17.7384,0.5135,6.7025,8.0522,0.4033,2.9998,0.63991,-0.23157,0.94704,0
2.2679,18.2773,0.4767,6.9009,8.0531,0.3852,2.9998,0.64116,-0.23831,0.94453,0
2.3346,18.8161,0.4368,7.0986,8.0539,0.3670,2.9998,0.64240,-0.24502,0.94196,0
2.4013,19.3548,0.3940,7.2955,8.0548,0.3489,2.9998,0.64365,-0.25172,0.93934,0
2.4680,19.8933,0.3481,7.4916,8.0555,0.3308,2.9998,0.64490,-0.25839,0.93667,0
2.5347,20.4318,0.2993,7.6868,8.0562,0.3126,2.9998,0.64615,-0.26505,0.93394,0
2.6014,20.9701,0.2475,7.8812,8.0569,0.2945,2.9998,0.64739,-0.27168,0.93117,0
2.6681,21.5083,0.1927,8.0746,8.0576,0.2764,2.9998,0.64865,-0.27829,0.92834,0
2.7349,22.0464,0.1351,8.2670,8.0582,0.2582,2.9998,0.64990,-0.28487,0.92546,0
2.8016,22.5843,0.0745,8.4584,8.0587,0.2401,2.9998,0.65115,-0.29143,0.92254,0
2.8683,23.1220,0.0110,8.6488,8.0593,0.2219,2.9998,0.65240,-0.29797,0.91956,0
2.9350,23.6595,-0.0555,8.8381,8.0597,0.2038,2.9998,0.65366,-0.30449,0.91653,0
3.0017,24.1968,-0.1247,9.0262,8.0602,0.1856,2.9998,0.65491,-0.31098,0.91345,0
3.0684,24.7340,-0.1969,9.2132,8.0606,0.1675,2.9998,0.65617,-0.31744,0.91032,0
3.1351,25.2709,-0.2719,9.3990,8.0609,0.1493,2.9998,0.65742,-0.32388,0.90714,0
3.2018,25.8076,-0.3497,9.5836,8.0612,0.1312,2.9997,0.65868,-0.33030,0.90391,0
3.2685,26.3441,-0.4303,9.7669,8.0615,0.1130,2.9997,0.65993,-0.33669,0.90063,0
3.3352,26.8803,-0.5138,9.9489,8.0618,0.0949,2.9997,0.66119,-0.34305,0.89730,0
3.4019,27.4163,-0.6000,10.1296,8.0620,0.0767,2.9997,0.66245,-0.34939,0.89392,0
3.4686,27.9521,-0.6890,10.3089,8.0621,0.0586,2.9997,0.66370,-0.35570,0.89049,0
3.5353,28.4876,-0.7807,10.4868,8.0622,0.0404,2.9997,0.66496,-0.36199,0.88701,0
3.6020,29.0228,-0.8751,10.6632,8.0623,0.0223,2.9997,0.66622,-0.36824,0.88349,0
3.6687,29.5578,-0.9722,10.8382,8.0623,0.0041,2.9997,0.66747,-0.37447,0.87991,0
3.7354,30.0924,-1.0720,11.0116,8.0623,-0.0141,2.9997,0.66873,-0.38067,0.87629,0
3.8021,30.6269,-1.1745,11.1835,8.0623,-0.0322,2.9997,0.66999,-0.38684,0.87262,0
3.8688,31.1610,-1.2796,11.3539,8.0622,-0.0504,2.9997,0.67124,-0.39299,0.86890,0
3.9355,31.6948,-1.3873,11.5226,8.0620,-0.0685,2.9997,0.67250,-0.39910,0.86514,0
4.0022,32.2284,-1.4976,11.6897,8.0618,-0.0867,2.9997,0.67376,-0.40519,0.86132,0
4.0689,32.7617,-1.6105,11.8551,8.0616,-0.1048,2.9997,0.67501,-0.41125,0.85746,0
4.1356,33.2946,-1.7259,12.0187,8.0614,-0.1230,2.9997,0.67627,-0.41727,0.85355,0
4.2023,33.8273,-1.8439,12.1807,8.0611,-0.1411,2.9997,0.67752,-0.42327,0.84959,0
4.2690,34.3597,-1.9643,12.3409,8.0607,-0.1593,2.9998,0.67877,-0.42923,0.84559,0
4.3357,34.8917,-2.0873,12.4992,8.0604,-0.1774,2.9998,0.68003,-0.43517,0.84154,0
4.4024,35.4235,-2.2127,12.6558,8.0599,-0.1956,2.9998,0.68128,-0.44107,0.83745,0
4.4691,35.9550,-2.3405,12.8104,8.0595,-0.2137,2.9998,0.68253,-0.44694,0.83331,0
4.5359,36.4862,-2.4707,12.9632,8.0590,-0.2319,2.9998,0.68378,-0.45278,0.82912,0
4.6026,37.0170,-2.6033,13.1141,8.0584,-0.2500,2.9998,0.68503,-0.45859,0.82489,0
4.6693,37.5476,-2.7383,13.2630,8.0579,-0.2682,2.9998,0.68628,-0.46436,0.82061,0
4.7360,38.0779,-2.8755,13.4099,8.0572,-0.2863,2.9998,0.68752,-0.47010,0.81628,0
4.8027,38.6078,-3.0151,13.5548,8.0566,-0.3044,2.9998,0.68877,-0.47581,0.81191,0
4.8694,39.1375,-3.1570,13.6977,8.0559,-0.3226,2.9998,0.69001,-0.48148,0.80750,0
4.9361,39.6669,-3.3011,13.8385,8.0551,-0.3407,2.9998,0.69126,-0.48712,0.80304,0
5.0028,40.1961,-3.4474,13.9772,8.0543,-0.3589,2.9998,0.69250,-0.49273,0.79854,0
5.0695,40.7249,-3.5959,14.1137,8.0535,-0.3770,2.9998,0.69374,-0.49830,0.79399,0
5.1362,41.2535,-3.7466,14.2482,8.0526,-0.3951,2.9998,0.69498,-0.50384,0.78940,0
5.2029,41.7817,-3.8994,14.3804,8.0517,-0.4133,2.9998,0.69621,-0.50934,0.78477,0
5.2696,42.3098,-4.0544,14.5104,8.0508,-0.4314,2.9998,0.69745,-0.51481,0.78009,0
5.3363,42.8375,-4.2114,14.6382,8.0498,-0.4495,2.9998,0.69868,-0.52024,0.77537,0
5.4030,43.3651,-4.3704,14.7638,8.0487,-0.4676,2.9998,0.69991,-0.52564,0.77060,0
5.4697,43.8923,-4.5315,14.8871,8.0477,-0.4858,2.9998,0.70114,-0.53100,0.76580,0
5.5364,44.4194,-4.6946,15.0080,8.0465,-0.5039,2.9998,0.70237,-0.53632,0.76095,0
5.6031,44.9462,-4.8596,15.1266,8.0454,-0.5220,2.9998,0.70360,-0.54160,0.75605,0
5.6698,45.4728,-5.0266,15.2429,8.0442,-0.5401,2.9998,0.70482,-0.54685,0.75112,0
5.7365,45.9992,-5.1954,15.3568,8.0429,-0.5582,2.9998,0.70604,-0.55206,0.74615,0
5.8032,46.5254,-5.3662,15.4683,8.0417,-0.5763,2.9998,0.70726,-0.55723,0.74113,0
5.8699,47.0514,-5.5388,15.5773,8.0404,-0.5944,2.9998,0.70848,-0.56237,0.73607,0
5.9366,47.5772,-5.7131,15.6839,8.0390,-0.6125,2.9998,0.70969,-0.56746,0.73097,0
6.0033,48.1029,-5.8893,15.7880,8.0376,-0.6306,2.9998,0.71090,-0.57252,0.72583,0
6.0700,48.6284,-6.0672,15.8896,8.0361,-0.6487,2.9999,0.71211,-0.57754,0.72065,0
6.1367,49.1538,-6.2468,15.9887,8.0347,-0.6668,2.9999,0.71332,-0.58252,0.71543,0
6.2034,49.6790,-6.4281,16.0852,8.0331,-0.6849,2.9999,0.71452,-0.58746,0.71018,0
6.2702,50.2041,-6.6111,16.1791,8.0316,-0.7030,2.9999,0.71572,-0.59236,0.70488,0
6.3369,50.7291,-6.7956,16.2705,8.0300,-0.7211,2.9999,0.71692,-0.59722,0.69954,0
6.4036,51.2541,-6.9818,16.3593,8.0283,-0.7392,2.9999,0.71812,-0.60204,0.69416,0
6.4703,51.7789,-7.1695,16.4454,8.0266,-0.7573,2.9999,0.71931,-0.60682,0.68874,0
6.5370,52.3037,-7.3587,16.5288,8.0249,-0.7753,2.9999,0.72050,-0.61155,0.68329,0
6.6037,52.8285,-7.5494,16.6096,8.0231,-0.7934,2.9999,0.72169,-0.61625,0.67779,0
6.6704,53.3532,-7.7415,16.6877,8.0213,-0.8115,2.9999,0.72287,-0.62091,0.67226,0
6.7371,53.8779,-7.9351,16.7630,8.0195,-0.8295,2.9999,0.72405,-0.62552,0.66669,0
6.8038,54.4027,-8.1300,16.8356,8.0176,-0.8476,2.9999,0.72523,-0.63009,0.66109,0
6.8705,54.9274,-8.3263,16.9054,8.0157,-0.8656,2.9999,0.72640,-0.63462,0.65544,0
6.9372,55.4522,-8.5239,16.9725,8.0137,-0.8837,2.9999,0.72757,-0.63910,0.64976,0
7.0039,55.9770,-8.7228,17.0367,8.0117,-0.9017,3.0000,0.72873,-0.64355,0.64405,0
7.0706,56.5020,-8.9229,17.0982,8.0096,-0.9198,3.0000,0.72990,-0.64795,0.63829,0
7.1373,57.0270,-9.1242,17.1568,8.0075,-0.9378,3.0000,0.73106,-0.65230,0.63250,0
7.2040,57.5521,-9.3267,17.2125,8.0054,-0.9558,3.0000,0.73221,-0.65661,0.62668,0
7.2707,58.0774,-9.5304,17.2653,8.0032,-0.9738,3.0000,0.73336,-0.66088,0.62082,0
7.3374,58.6028,-9.7351,17.3152,8.0010,-0.9919,3.0000,0.73451,-0.66511,0.61492,0
7.4041,59.1284,-9.9409,17.3622,7.9988,-1.0099,3.0000,0.73565,-0.66929,0.60899,0
7.4708,59.6542,-10.1478,17.4063,7.9965,-1.0279,3.0000,0.73679,-0.67342,0.60303,0
7.5375,60.1802,-10.3556,17.4474,7.9941,-1.0459,3.0000,0.73793,-0.67751,0.59703,0
7.6042,60.7064,-10.5644,17.4856,7.9917,-1.0639,3.0000,0.73906,-0.68156,0.59100,0
7.6709,61.2329,-10.7741,17.5207,7.9893,-1.0819,3.0000,0.74018,-0.68555,0.58493,0
7.7376,61.7597,-10.9846,17.5528,7.9869,-1.0999,3.0001,0.74131,-0.68951,0.57883,0
7.8043,62.2867,-11.1961,17.5819,7.9844,-1.1179,3.0001,0.74243,-0.69341,0.57270,0
7.8710,62.8141,-11.4083,17.6080,7.9818,-1.1358,3.0001,0.74354,-0.69727,0.56653,0
7.9377,63.3419,-11.6213,17.6310,7.9792,-1.1538,3.0001,0.74465,-0.70109,0.56033,0
8.0044,63.8700,-11.8350,17.6509,7.9766,-1.1718,3.0001,0.74575,-0.70486,0.55410,0
8.0712,64.3985,-12.0495,17.6677,7.9740,-1.1897,3.0001,0.74685,-0.70858,0.54784,0
8.1379,64.9274,-12.2645,17.6813,7.9713,-1.2077,3.0001,0.74795,-0.71225,0.54155,0
8.2046,65.4568,-12.4803,17.6919,7.9685,-1.2256,3.0001,0.74904,-0.71587,0.53523,0
8.2713,65.9866,-12.6965,17.6993,7.9657,-1.2436,3.0001,0.75012,-0.71945,0.52887,0
8.3380,66.5169,-12.9134,17.7035,7.9629,-1.2615,3.0002,0.75120,-0.72298,0.52249,0
8.4047,67.0478,-13.1307,17.7045,7.9601,-1.2794,3.0002,0.75228,-0.72646,0.51607,0
8.4714,67.5791,-13.3485,17.7024,7.9571,-1.2974,3.0002,0.75335,-0.72990,0.50963,0
8.5381,68.1110,-13.5667,17.6970,7.9542,-1.3153,3.0002,0.75441,-0.73328,0.50315,0
8.6048,68.6436,-13.7853,17.6884,7.9512,-1.3332,3.0002,0.75547,-0.73662,0.49665,0
8.6715,69.1767,-14.0042,17.6765,7.9482,-1.3511,3.0002,0.75653,-0.73990,0.49012,0
8.7382,69.7104,-14.2234,17.6614,7.9451,-1.3690,3.0002,0.75757,-0.74314,0.48356,0
8.8049,70.2449,-14.4429,17.6430,7.9420,-1.3869,3.0002,0.75862,-0.74632,0.47697,0
8.8716,70.7800,-14.6626,17.6213,7.9389,-1.4048,3.0002,0.75966,-0.74946,0.47035,0
8.9383,71.3158,-14.8825,17.5962,7.9357,-1.4226,3.0003,0.76069,-0.75255,0.46371,0
9.0050,71.8524,-15.1026,17.5679,7.9325,-1.4405,3.0003,0.76171,-0.75559,0.45704,0
9.0717,72.3897,-15.3227,17.5362,7.9292,-1.4584,3.0003,0.76273,-0.75857,0.45034,0
9.1384,72.9278,-15.5429,17.5012,7.9259,-1.4762,3.0003,0.76375,-0.76151,0.44362,0
9.2051,73.4668,-15.7632,17.4628,7.9225,-1.4941,3.0003,0.76476,-0.76439,0.43687,0
9.2718,74.0065,-15.9834,17.4210,7.9192,-1.5119,3.0003,0.76576,-0.76722,0.43009,0
9.3385,74.5472,-16.2035,17.3758,7.9157,-1.5297,3.0003,0.76676,-0.77001,0.42329,0
9.4052,75.0887,-16.4235,17.3272,7.9123,-1.5476,3.0004,0.76775,-0.77274,0.41646,0
9.4719,75.6312,-16.6434,17.2752,7.9087,-1.5654,3.0004,0.76873,-0.77541,0.40961,0
9.5386,76.1746,-16.8631,17.2197,7.9052,-1.5832,3.0004,0.76971,-0.77804,0.40274,0
9.6053,76.7190,-17.0825,17.1608,7.9016,-1.6010,3.0004,0.77068,-0.78061,0.39584,0
9.6720,77.2644,-17.3017,17.0985,7.8980,-1.6188,3.0004,0.77165,-0.78314,0.38892,0
9.7387,77.8108,-17.5206,17.0326,7.8943,-1.6366,3.0004,0.77261,-0.78560,0.38197,0
9.8054,78.3582,-17.7390,16.9633,7.8906,-1.6543,3.0004,0.77356,-0.78802,0.37501,0
9.8722,78.9068,-17.9571,16.8905,7.8869,-1.6721,3.0005,0.77450,-0.79038,0.36802,0
9.9389,79.4564,-18.1748,16.8141,7.8831,-1.6899,3.0005,0.77544,-0.79269,0.36100,0
10.0056,80.0071,-18.3919,16.7343,7.8792,-1.7076,3.0005,0.77637,-0.79495,0.35397,0
10.0723,80.5591,-18.6085,16.6509,7.8754,-1.7253,3.0005,0.77730,-0.79715,0.34692,0
10.1390,81.1121,-18.8245,16.5640,7.8715,-1.7431,3.0005,0.77822,-0.79930,0.33984,0
10.2057,81.6664,-19.0399,16.4735,7.8675,-1.7608,3.0005,0.77913,-0.80140,0.33274,0
10.2724,82.2219,-19.2546,16.3795,7.8635,-1.7785,3.0006,0.78003,-0.80344,0.32563,0
10.3391,82.7787,-19.4686,16.2819,7.8595,-1.7962,3.0006,0.78093,-0.80543,0.31849,0
10.4058,83.3367,-19.6818,16.1807,7.8554,-1.8139,3.0006,0.78182,-0.80736,0.31133,0
10.4725,83.8960,-19.8943,16.0759,7.8513,-1.8316,3.0006,0.78270,-0.80924,0.30416,0
10.5392,84.4566,-20.1058,15.9676,7.8472,-1.8493,3.0006,0.78358,-0.81106,0.29697,0
10.6059,85.0186,-20.3165,15.8556,7.8430,-1.8670,3.0006,0.78445,-0.81283,0.28975,0
10.6726,85.5819,-20.5262,15.7401,7.8387,-1.8846,3.0007,0.78531,-0.81454,0.28252,0
10.7393,86.1467,-20.7350,15.6209,7.8345,-1.9023,3.0007,0.78616,-0.81620,0.27528,0
10.8060,86.7128,-20.9427,15.4981,7.8302,-1.9199,3.0007,0.78700,-0.81780,0.26801,0
10.8727,87.2804,-21.1493,15.3717,7.8258,-1.9375,3.0007,0.78784,-0.81934,0.26073,0
10.9394,87.8494,-21.3548,15.2416,7.8214,-1.9552,3.0007,0.78867,-0.82083,0.25344,0
11.0061,88.4198,-21.5591,15.1079,7.8170,-1.9728,3.0007,0.78949,-0.82227,0.24612,0
11.0728,88.9918,-21.7622,14.9706,7.8125,-1.9904,3.0008,0.79031,-0.82365,0.23879,0
11.1395,89.5653,-21.9640,14.8297,7.8080,-2.0080,3.0008,0.79111,-0.82497,0.23145,0
11.2062,90.1403,-22.1645,14.6851,7.8035,-2.0255,3.0008,0.79191,-0.82623,0.22409,0
11.2729,90.7168,-22.3637,14.5368,7.7989,-2.0431,3.0008,0.79270,-0.82744,0.21672,0
11.3396,91.2949,-22.5614,14.3849,7.7943,-2.0607,3.0008,0.79348,-0.82859,0.20934,0
11.4063,91.8746,-22.7577,14.2294,7.7896,-2.0782,3.0008,0.79425,-0.82969,0.20194,0
11.4730,92.4558,-22.9524,14.0702,7.7849,-2.0958,3.0009,0.79502,-0.83073,0.19452,0
11.5397,93.0387,-23.1457,13.9074,7.7801,-2.1133,3.0009,0.79577,-0.83171,0.18710,0
11.6064,93.6232,-23.3373,13.7410,7.7754,-2.1308,3.0009,0.79652,-0.83263,0.17966,0
11.6732,94.2093,-23.5272,13.5709,7.7705,-2.1483,3.0009,0.79726,-0.83350,0.17221,0
11.7399,94.7971,-23.7155,13.3972,7.7657,-2.1658,3.0009,0.79799,-0.83431,0.16475,0
11.8066,95.3865,-23.9020,13.2198,7.7608,-2.1833,3.0010,0.79871,-0.83506,0.15728,0
11.8733,95.9776,-24.0867,13.0389,7.7558,-2.2008,3.0010,0.79943,-0.83575,0.14980,0
11.9400,96.5704,-24.2696,12.8543,7.7508,-2.2183,3.0010,0.80013,-0.83639,0.14231,0
12.0067,97.1648,-24.4505,12.6662,7.7458,-2.2357,3.0010,0.80082,-0.83696,0.13481,0
12.0734,97.7610,-24.6296,12.4744,7.7408,-2.2531,3.0010,0.80151,-0.83748,0.12730,0
12.1401,98.3588,-24.8066,12.2790,7.7357,-2.2706,3.0011,0.80219,-0.83794,0.11978,0
12.2068,98.9584,-24.9816,12.0801,7.7305,-2.2880,3.0011,0.80286,-0.83834,0.11225,0
12.2735,99.5597,-25.1546,11.8776,7.7253,-2.3054,3.0011,0.80352,-0.83869,0.10471,0
12.3402,100.1627,-25.3254,11.6716,7.7201,-2.3228,3.0011,0.80416,-0.83897,0.09717,0
12.4069,100.7674,-25.4940,11.4620,7.7149,-2.3402,3.0011,0.80480,-0.83920,0.08962,0
12.4736,101.3738,-25.6603,11.2489,7.7096,-2.3576,3.0012,0.80544,-0.83937,0.08206,0
12.5403,101.9819,-25.8244,11.0324,7.7042,-2.3749,3.0012,0.80606,-0.83948,0.07450,0
12.6070,102.5918,-25.9862,10.8123,7.6989,-2.3923,3.0012,0.80667,-0.83953,0.06693,0
12.6737,103.2034,-26.1456,10.5888,7.6935,-2.4096,3.0012,0.80727,-0.83952,0.05936,0
12.7404,103.8167,-26.3026,10.3618,7.6880,-2.4269,3.0013,0.80786,-0.83945,0.05178,0
12.8071,104.4317,-26.4571,10.1314,7.6825,-2.4442,3.0013,0.80845,-0.83932,0.04419,0
12.8738,105.0484,-26.6090,9.8976,7.6770,-2.4615,3.0013,0.80902,-0.83914,0.03660,0
12.9405,105.6668,-26.7585,9.6604,7.6714,-2.4788,3.0013,0.80958,-0.83889,0.02901,0
13.0072,106.2869,-26.9053,9.4199,7.6658,-2.4961,3.0013,0.81014,-0.83858,0.02142,0
13.0739,106.9087,-27.0494,9.1761,7.6602,-2.5134,3.0014,0.81068,-0.83822,0.01382,0
13.1406,107.5321,-27.1908,8.9290,7.6545,-2.5306,3.0014,0.81121,-0.83779,0.00622,0
13.2073,108.1572,-27.3295,8.6786,7.6487,-2.5479,3.0014,0.81173,-0.83731,-0.00138,0
13.2740,108.7839,-27.4653,8.4250,7.6430,-2.5651,3.0014,0.81225,-0.83676,-0.00898,0
13.3407,109.4122,-27.5984,8.1682,7.6372,-2.5823,3.0014,0.81275,-0.83616,-0.01658,0
13.4074,110.0421,-27.7285,7.9082,7.6313,-2.5995,3.0015,0.81324,-0.83550,-0.02419,0
13.4742,110.6737,-27.8557,7.6451,7.6254,-2.6167,3.0015,0.81372,-0.83477,-0.03179,0
13.5409,111.3067,-27.9799,7.3789,7.6195,-2.6339,3.0015,0.81419,-0.83399,-0.03939,0
13.6076,111.9414,-28.1010,7.1096,7.6136,-2.6510,3.0015,0.81465,-0.83314,-0.04699,0
13.6743,112.5775,-28.2191,6.8374,7.6076,-2.6682,3.0016,0.81510,-0.83224,-0.05459,0
13.7410,113.2151,-28.3341,6.5622,7.6015,-2.6853,3.0016,0.81554,-0.83128,-0.06219,0
13.8077,113.8542,-28.4459,6.2840,7.5955,-2.7024,3.0016,0.81597,-0.83025,-0.06979,0
13.8744,114.4948,-28.5545,6.0030,7.5893,-2.7195,3.0016,0.81639,-0.82917,-0.07738,0
13.9411,115.1367,-28.6599,5.7192,7.5832,-2.7366,3.0017,0.81680,-0.82802,-0.08497,0
14.0078,115.7800,-28.7619,5.4325,7.5770,-2.7537,3.0017,0.81719,-0.82682,-0.09256,0
14.0745,116.4247,-28.8607,5.1432,7.5708,-2.7708,3.0017,0.81758,-0.82555,-0.10014,0
14.1412,117.0707,-28.9560,4.8511,7.5645,-2.7878,3.0017,0.81795,-0.82423,-0.10772,0
14.2079,117.7179,-29.0480,4.5564,7.5582,-2.8048,3.0018,0.81832,-0.82284,-0.11529,0
14.2746,118.3664,-29.1365,4.2591,7.5519,-2.8219,3.0018,0.81867,-0.82140,-0.12285,0
14.3413,119.0161,-29.2215,3.9594,7.5455,-2.8389,3.0018,0.81901,-0.81989,-0.13041,0
14.4080,119.6669,-29.3030,3.6571,7.5391,-2.8559,3.0018,0.81934,-0.81832,-0.13797,0
14.4747,120.3189,-29.3809,3.3525,7.5326,-2.8728,3.0019,0.81966,-0.81670,-0.14551,0
14.5414,120.9719,-29.4552,3.0454,7.5261,-2.8898,3.0019,0.81996,-0.81501,-0.15305,0
14.6081,121.6260,-29.5258,2.7362,7.5196,-2.9068,3.0019,0.82026,-0.81326,-0.16058,0
14.6748,122.2810,-29.5928,2.4247,7.5130,-2.9237,3.0019,0.82054,-0.81145,-0.16811,0
14.7415,122.9370,-29.6561,2.1110,7.5064,-2.9406,3.0020,0.82081,-0.80958,-0.17562,0
14.8082,123.5938,-29.7156,1.7952,7.4997,-2.9575,3.0020,0.82107,-0.80765,-0.18312,0
14.8749,124.2515,-29.7714,1.4775,7.4930,-2.9744,3.0020,0.82132,-0.80567,-0.19062,0
14.9416,124.9100,-29.8233,1.1577,7.4863,-2.9913,3.0020,0.82156,-0.80362,-0.19810,0
15.0083,125.5692,-29.8714,0.8361,7.4795,-3.0081,3.0021,0.82178,-0.80151,-0.20557,0
15.0750,126.2291,-29.9156,0.5126,7.4727,-3.0250,3.0021,0.82200,-0.79934,-0.21303,0
15.1417,126.8896,-29.9560,0.1874,7.4659,-3.0418,3.0021,0.82220,-0.79711,-0.22048,0
15.2084,127.5507,-29.9924,-0.1394,7.4590,-3.0586,3.0021,0.82238,-0.79482,-0.22792,0
15.2752,128.2123,-30.0248,-0.4679,7.4521,-3.0754,3.0022,0.82256,-0.79247,-0.23534,0
15.3419,128.8744,-30.0533,-0.7979,7.4451,-3.0922,3.0022,0.82273,-0.79006,-0.24276,0
15.4086,129.5368,-30.0777,-1.1293,7.4381,-3.1090,3.0022,0.82288,-0.78759,-0.25015,0
15.4753,130.1996,-30.0981,-1.4621,7.4311,-3.1257,3.0022,0.82302,-0.78506,-0.25753,0
15.5420,130.8626,-30.1145,-1.7962,7.4240,-3.1425,3.0023,0.82315,-0.78247,-0.26490,0
15.6087,131.5258,-30.1267,-2.1316,7.4169,-3.1592,3.0023,0.82326,-0.77982,-0.27226,0
15.6754,132.1892,-30.1349,-2.4680,7.4098,-3.1759,3.0023,0.82337,-0.77711,-0.27959,0
15.7421,132.8527,-30.1389,-2.8055,7.4026,-3.1926,3.0024,0.82346,-0.77434,-0.28691,0
15.8088,133.5162,-30.1389,-3.1440,7.3954,-3.2093,3.0024,0.82354,-0.77151,-0.29422,0
15.8755,134.1797,-30.1346,-3.4834,7.3881,-3.2259,3.0024,0.82360,-0.76862,-0.30150,0
15.9422,134.8430,-30.1262,-3.8237,7.3808,-3.2426,3.0024,0.82365,-0.76567,-0.30877,0
16.0089,135.5062,-30.1136,-4.1646,7.3735,-3.2592,3.0025,0.82370,-0.76266,-0.31602,0
16.0756,136.1691,-30.0967,-4.5062,7.3661,-3.2758,3.0025,0.82372,-0.75960,-0.32325,0
16.1423,136.8318,-30.0757,-4.8484,7.3587,-3.2924,3.0025,0.82374,-0.75647,-0.33047,0
16.2090,137.4940,-30.0504,-5.1910,7.3513,-3.3090,3.0025,0.82374,-0.75329,-0.33766,0
16.2757,138.1559,-30.0209,-5.5341,7.3438,-3.3255,3.0026,0.82373,-0.75004,-0.34483,0
16.3424,138.8172,-29.9871,-5.8775,7.3363,-3.3421,3.0026,0.82371,-0.74674,-0.35198,0
16.4091,139.4779,-29.9491,-6.2211,7.3287,-3.3586,3.0026,0.82367,-0.74338,-0.35911,0
16.4758,140.1380,-29.9068,-6.5648,7.3211,-3.3751,3.0027,0.82362,-0.73995,-0.36622,0
16.5425,140.7975,-29.8602,-6.9087,7.3135,-3.3916,3.0027,0.82356,-0.73647,-0.37331,0
16.6092,141.4561,-29.8094,-7.2525,7.3058,-3.4081,3.0027,0.82348,-0.73294,-0.38037,0
16.6759,142.1139,-29.7542,-7.5962,7.2981,-3.4245,3.0027,0.82339,-0.72934,-0.38741,0
16.7426,142.7708,-29.6948,-7.9398,7.2904,-3.4410,3.0028,0.82329,-0.72568,-0.39443,0
16.8093,143.4267,-29.6311,-8.2831,7.2826,-3.4574,3.0028,0.82317,-0.72197,-0.40142,0
