grid_index,case_id,scenario_hash,grasp_point_id,t_c_s,v_app_mps,task_constraint_mode,capture_mode,e15_state,M_PCS_e15,binding_metrics,binding_items,e15_reason_codes,e15_state_qualified,threshold_registry_schema_version,threshold_registry_status,threshold_evidence_json,H_RW_Nms,limit__H_RW_Nms,margin__H_RW_Nms,J_thr_Ns,limit__J_thr_Ns,margin__J_thr_Ns,E_flex_J,limit__E_flex_J,margin__E_flex_J,post_capture_rate_dps,limit__post_capture_rate_dps,margin__post_capture_rate_dps,base_attitude_change_deg,limit__base_attitude_change_deg,margin__base_attitude_change_deg
36,P2_tc60_v5mm_pose_6d,3034ef01d6723e50,P2,60,0.0050000000000000001,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
37,P2_tc60_v5mm_approach_5d,8331f594258003f5,P2,60,0.0050000000000000001,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
38,P2_tc60_v10mm_pose_6d,9cbf1ffe3e9b9128,P2,60,0.01,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
39,P2_tc60_v10mm_approach_5d,b5710d25fdf29003,P2,60,0.01,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
40,P2_tc60_v20mm_pose_6d,d8b9c085ca974068,P2,60,0.02,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
41,P2_tc60_v20mm_approach_5d,eeeab3dc8c0b37c3,P2,60,0.02,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
42,P2_tc90_v5mm_pose_6d,fd02666644b595d0,P2,90,0.0050000000000000001,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
43,P2_tc90_v5mm_approach_5d,dba9108432d2452b,P2,90,0.0050000000000000001,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
44,P2_tc90_v10mm_pose_6d,28e505904605d8f1,P2,90,0.01,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
45,P2_tc90_v10mm_approach_5d,ebf3d72105f47dc9,P2,90,0.01,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
46,P2_tc90_v20mm_pose_6d,eaa6d5e0dbd4c9b4,P2,90,0.02,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
47,P2_tc90_v20mm_approach_5d,6414bdd9e390b3c7,P2,90,0.02,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
48,P3_tc00_v5mm_pose_6d,bf6a3e270d43caba,P3,0,0.0050000000000000001,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
